NOMBRE_SITIO,DBO_TOT,DQO_TOT,COLI_FEC,E_COLI,OD_%,SST,group
 DESCARGA DE CERVECERIA,4.2,53,230,90,99.5,10,2
 DESCARGA DE CERVECERIA,3.29,39.86,4600,1500,90.3,11,2
 DESCARGA DE CERVECERIA,9,30,93,93,95.3,11,2
 DESCARGA DE CERVECERIA,6.91,38.43,4600,4600,101.9,11.67,2
 DESCARGA DE CERVECERIA,16.5,53,11000,11000,93.8,12,2
 DESCARGA DE CERVECERIA,12,28,240,240,98.7,12,2
 DESCARGA DE CERVECERIA,12,30,11000,11000,82.9,17,2
 DESCARGA DE CERVECERIA,5.5,57,2400,2400,97.8,18,2
 DESCARGA DE CERVECERIA,5.3,74,40,40,98.1,18,2
 DESCARGA DE CERVECERIA,3.1,72,11000,11000,97.2,21,2
 DESCARGA DE CERVECERIA,10,36,1500,1500,98.4,26,2
 DESCARGA DE CERVECERIA,18,3336,2400,2400,104.7,42,2
 DESCARGA DE CERVECERIA,6.4,50,11000,4600,121.3,49,2
 DESCARGA DE CERVECERIA,4.87,81.52,11000,11000,92.2,74.5,2
100 M AGUAS ABAJO DE LA PRESA FALCON,6,16,43,23,81.2,15,2
100 M AGUAS ABAJO DE LA PRESA FALCON,2.5,14,430,430,103.2,19,2
100 M AGUAS ABAJO DE LA PRESA FALCON,4.29,23.05,40,40,87.3,29.67,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,2.8,31.7856,160,63,95.3,22,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,7.37,35.02,605,452,91.1,30.5,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,4.21,54.94,6131,4884,61.3,32.5,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,7.46,13.872,4352,345,126.7,33.75,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,6.8,32.2,9804,238,127.6,36.3,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,6.3,44.44,3255,243,100.3,41,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,6.2,42.64,6131,135,85.7,42,2
100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,2.19,25.048,8164,201,77.1,56.429,2
A LA ALTURA DEL POBLADO DE HUAJICORI,5.2,12.48,3076,598,98.2,102,2
A LA ALTURA DEL POBLADO DE HUAJICORI,4.24,79.56,17329,4106,86.8,106,0
A LA ALTURA DEL POBLADO DE HUAJICORI,11.9,119.2,14136,609,74.1,136,2
A LA ALTURA DEL POBLADO DE HUAJICORI,3.29,56.28,9804,262,91.2,137,2
A LA ALTURA DEL POBLADO DE HUAJICORI,4.79,57.368,19863,197,94.5,230,0
A LA ALTURA DEL POBLADO DE HUAJICORI,6.58,156.96,81640,2990,92.7,2420,0
A.A DE LA PRESA MADIN,13.74,40.02,430,430,34,12,2
A.A DE LA PRESA MADIN,11.34,48.96,2400,2400,74.5,12,2
A.A DE LA PRESA MADIN,8.88,30.26,430,430,95,12,2
A.A DE LA PRESA MADIN,33.12,35.33,280,280,92.4,16,2
A.A DE LA PRESA MADIN,20.82,25.65,110,110,50.4,32,2
A.A DE LA PRESA MADIN,5.8,14.52,4600,4600,90.4,32,2
A.A DE LA PRESA MADIN,3,24.2,110,110,38.3,38,2
A.A DE LA PRESA MADIN,2.1,32.16,11000,11000,58.3,80,2
A.A DE LA PRESA MADIN,4.68,104.33,70,70,86.9,88,2
A.A DE LA PRESA MADIN,19.5,45.36,4600,4600,65.5,100,2
A.A DE LA PRESA MADIN,25.8,31.1,11000,11000,63.63,132,2
A.A. PRESA GUADALUPE,11.16,54.17,750,750,17.2,16,2
A.A. PRESA GUADALUPE,10.05,26.21,4600,4600,115.69,16,2
A.A. PRESA GUADALUPE,28.14,48.4,390,390,57.6,24,2
A.A. PRESA GUADALUPE,13.56,59.04,280,280,19.8,28,2
A.A. PRESA GUADALUPE,19.56,24.68,150,150,21.9,44,2
A.A. PRESA GUADALUPE,6.69,28.62,2100,2100,34.7,44,2
A.A. PRESA GUADALUPE,3.5,39.69,110,110,10.2,80,2
A.A. PRESA GUADALUPE,7.98,114.46,4600,4600,83.5,84,2
A.A. PRESA GUADALUPE,18.15,127.97,11000,11000,60.4,270,2
A.A. PRESA MADIN,18.6,21.86,930,930,40.19,12,2
A.A. PRESA MADIN,33.84,37.75,2100,2100,67.9,12,2
A.A. PRESA MADIN,6.12,13.01,2400,2400,89.2,12,2
A.A. PRESA MADIN,8.64,149.06,2400,2400,39.6,20,2
A.A. PRESA MADIN,21.15,26.44,4600,4600,61.85,24,2
A.A. PRESA MADIN,18.9,93.42,1500,1500,83.3,52,2
A.A. PRESA MADIN,17.7,24.4,1500,1500,80.9,60,2
A.A. PRESA MADIN,4.65,15.38,11000,11000,54.7,64,2
A.A. PRESA MADIN,13.86,42.72,11000,11000,75.2,72,2
A.A. PRESA MADIN,7.08,135.51,4600,4600,85.2,140,2
A.A. PRESA MADIN,8.2,77.72,110,110,10.7,244,2
A.M. DEL EMBALSE JERICO,3.3,36.96,40,40,79.4,12,2
A.M. DEL EMBALSE JERICO,4.14,15.12,2400,2400,108.5,12,2
A.M. DEL EMBALSE JERICO,3.6,38.4,280,280,79.2,14,2
A.M. DEL EMBALSE JERICO,7.68,29.04,750,750,41.2,16,2
A.M. DEL EMBALSE JERICO,4.5,21.12,230,230,64.5,16,2
A.M. DEL EMBALSE JERICO,3.12,23.23,40,40,58.34,20,2
A.M. DEL EMBALSE JERICO,2.46,14.95,390,230,84.99,22,2
A.M. DEL EMBALSE JERICO,13.98,28.32,930,930,56.1,40,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,10.14,13.44,2100,2100,60.1,12,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,17.1,18.86,930,930,57.1,16,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,10.92,40.17,430,430,72,16,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,2.52,11.42,90,90,69.5,18,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,2.01,22.45,2100,2100,72.1,20,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,13.74,35.87,280,280,90.8,20,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,3.18,20.71,1500,1500,70.3,26,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,2.2,22.14,750,430,80.1,28,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,3.21,18.85,40,40,52,31,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,3.18,26.88,230,230,54.6,44,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,2.9,59.04,2400,930,61,46,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,8.34,27.84,140,140,62,48,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,3.08,22.82,2400,2400,73.8,50,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,6.12,25.65,70,70,86.2,72,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,3.2,36.33,11000,2400,63.6,76,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,7.83,20.34,4600,4600,57,80,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,6.78,25.65,4600,4600,87.9,172,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,16.08,39.2,4600,4600,62,540,2
A.M.DESC.P.PRODUC.DE MOSCAS PARA ERRAD.GUSANO,2.6,33.41,2400,2400,85,592,2
ABASTECIMIENTO EL MANGUITO,3.3,19.68,11000,11000,79.8,10,2
ABASTECIMIENTO EL MANGUITO,4.86,31.42,430,430,65,12,2
ABASTECIMIENTO EL MANGUITO,2.19,13.07,9,9,76.5,12,2
ABASTECIMIENTO EL MANGUITO,17.88,42.59,140,140,79.5,12,2
ABASTECIMIENTO EL MANGUITO,5.7,35.57,430,430,88.7,12,2
ABASTECIMIENTO EL MANGUITO,9.24,16.85,4600,4600,64,16,2
ABASTECIMIENTO EL MANGUITO,4.08,40.93,90,40,48,24,2
ABASTECIMIENTO EL MANGUITO,5.82,28.3,640,640,55.9,28,2
ABASTECIMIENTO EL MANGUITO,5.76,24.06,90,90,95,28,2
ABASTECIMIENTO EL MANGUITO,5,43.3,40,40,65,35,2
ABASTECIMIENTO EL MANGUITO,4,11.52,2100,1500,87.2,42,2
ABASTECIMIENTO EL MANGUITO,4.08,33.46,930,930,49,80,2
ABASTECIMIENTO EL MANGUITO,3.72,23.92,1100,1100,83.21,90,2
ABASTECIMIENTO EL MANGUITO,12.06,41.48,2100,2100,88.3,92,2
ABASTECIMIENTO RIO ZANATENCO,6.96,51.24,930,930,70.75,12,2
ABASTECIMIENTO RIO ZANATENCO,4.56,30.46,40,40,71.1,12,2
ABASTECIMIENTO RIO ZANATENCO,22.08,23.92,30,30,72.1,12,2
ABASTECIMIENTO RIO ZANATENCO,2.22,44.6,1100,1100,87.35,12,2
ABASTECIMIENTO RIO ZANATENCO,12.6,35.1,30,30,74.4,16,2
ABASTECIMIENTO RIO ZANATENCO,3.57,28.77,40,40,83.12,16,2
ABASTECIMIENTO RIO ZANATENCO,8.76,52.76,11000,11000,68.9,20,2
ABASTECIMIENTO RIO ZANATENCO,16.8,30,40,40,75.7,20,2
ABASTECIMIENTO RIO ZANATENCO,14.22,38.76,640,640,90,24,2
ABASTECIMIENTO RIO ZANATENCO,49,108.91,460,460,107.5,26,2
ABASTECIMIENTO RIO ZANATENCO,2.4,16.32,230,230,75.1,30,2
ABASTECIMIENTO RIO ZANATENCO,15,22.01,210,210,63.6,52,2
ABASTECIMIENTO RIO ZANATENCO,12.84,25.38,430,430,89.8,56,2
ACAMBARO (PUENTE FERROCARIL),35,65,1500,1500,30.4,10,2
ACAMBARO (PUENTE FERROCARIL),15,53,230,230,19.5,11,2
ACAMBARO (PUENTE FERROCARIL),18,39,11000,11000,102,15,2
ACAMBARO (PUENTE FERROCARIL),18,94,5494,1500,104.3,15,2
ACAMBARO (PUENTE FERROCARIL),22,92,4600,4600,97.7,16,2
ACAMBARO (PUENTE FERROCARIL),7,29,11000,2400,110.4,21,2
ACAMBARO (PUENTE FERROCARIL),11,35,11000,2100,34.2,26,2
ACAMBARO (PUENTE FERROCARIL),11,138,4600,4600,102.9,27,2
ACAMBARO (PUENTE FERROCARIL),12,42,11000,11000,25.9,28,2
ACAMBARO (PUENTE FERROCARIL),25,57,11000,11000,22.7,29,2
ACAMBARO (PUENTE FERROCARIL),2,45,110,110,95.7,30,2
ACAMBARO (PUENTE FERROCARIL),2,52,4600,4600,74.4,38,2
ACAMBARO (PUENTE FERROCARIL),8,70,4600,2400,90.8,55,2
ACAPONETA (ACAPONETA),2.49,96.48,663,246,80.77,43.2,2
ACAPONETA (ACAPONETA),10.6,17.21,6131,327,80.2,78,2
ACAPONETA (ACAPONETA),4.05,117.1,9208,884,62.4,93,2
ACAPONETA (ACAPONETA),4.05,20.8,11199,3755,93.5,160,2
ACAPONETA (ACAPONETA),6.71,25.2,12500,1090,72.1,242,2
ACAPONETA II,2.3,36.43,3255,231,53.2,20,2
ACAPONETA II,15.09,71.83,14136,1236,76.7,65.63,2
ACAPONETA II,14.5,16.25,7701,960,70.1,84,2
ACAPONETA II,4.92,37.09,54750,8360,76.5,131.43,0
ACAPONETA II,7.12,48.8,8164,450,95.2,153.333,2
ACAPONETA II,5.11,21.63,24196,5794,88.5,275,0
ACEQUIA GRANDE,37.2,94.83,1119900,866400,10,27.4,0
ACEQUIA GRANDE,9.19,29.24,8664,161,38.1,83.53,2
AFLUENTE PRESA LA MUÑECA,4.97,33.43,355,120,97.9,10,2
AFLUENTE PRESA LA MUÑECA,4.58,32.86,441,285,115.9,10,2
AFLUENTE PRESA LA MUÑECA,10.6,13.68,7701,1607,92.3,19,2
AFLUENTE PRESA LA MUÑECA,2.94,44.82,2682,2613,103.2,27.14,2
AFLUENTE PRESA LA MUÑECA,5.1,45.94,14136,1355,93,300,2
AFLUENTE PRESA PEDRO JOSE MENDEZ 1,3.7,37.75,93,13,89.1,42,2
AFLUENTE PRESA PEDRO JOSE MENDEZ 1,16.67,72.04,4600,390,70,2038,2
"AGROGEN, S.A. DE C.V.",12.14,77.28,19863,2723,78.9,11,0
"AGROGEN, S.A. DE C.V.",4.71,35.72,17329,3255,44.3,19.29,0
"AGROGEN, S.A. DE C.V.",5.13,25.2,2613,31,91.9,35,2
"AGROGEN, S.A. DE C.V.",16.4,43.85,4106,2247,90.4,41,2
"AGROGEN, S.A. DE C.V.",4.42,28.42,19863,6488,87.9,51.25,0
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),18,184.61,8664,5415,12.37,21,2
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),21.6,72.74,198630,141360,70.2,44.71,0
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),3,12,11000,1100,134,50,2
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),36.48,71.06,241960,198630,126.8,62,0
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),3.3,22.37,1100,1100,55.2,98,2
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),21.94,47.02,430,430,42.6,150,2
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),26.24,67.76,34480,16160,18.9,170,0
AGUA ARRIBA DE LA PIEDAD,35.15,54.53,5475,2382,86.8,27.5,2
AGUA ARRIBA DE LA PIEDAD,24,38.36,9208,3873,60.5,33.8,2
AGUA ARRIBA DE LA PIEDAD,5.79,26.54,9208,4106,57.3,42.96,2
AGUA ARRIBA DE LA PIEDAD,11.3,32.1,2481,1054,110.2,52,2
AGUA ARRIBA DE LA PIEDAD,15,64,10462,3076,68.7,56,2
AGUA ARRIBA DE LA PIEDAD,12.1,50,12590,11780,91.1,60.2,2
AGUA ARRIBA DE LA PIEDAD,10.53,103.22,295,63,26.2,65,2
AGUA ARRIBA DE LA PIEDAD,6.33,186.56,15531,12033,140.4,65,0
AGUA ARRIBA DE LA PIEDAD,15.79,29.68,41060,15410,51.3,74.12,0
AGUA ARRIBA DE LA PIEDAD,16,46.87,878,86,125.23,75,2
AGUA ARRIBA DE LA PIEDAD,18.17,25.8,12033,6131,80.6,82.5,2
AGUA ARRIBA DE LA PIEDAD,7.16,33.67,390,390,19,96,2
AGUA ARRIBA DE LA PIEDAD,6.6,33.32,11000,1100,17.3,102,2
AGUA ARRIBA DE LA PIEDAD,6.21,19.32,17329,11199,50.6,130,0
AGUA ARRIBA DE LA PIEDAD,6.83,37.68,7490,2950,44.7,132.5,2
AGUA ARRIBA DE LA PIEDAD,4.01,100.54,24810,12340,58.8,138,0
AGUA ARRIBA DE LA PIEDAD,5.45,37.32,11199,4884,70.7,138,2
AGUA ARRIBA DE LA PIEDAD,32.18,143.77,2790,410,96.8,143.33,2
AGUA ARRIBA DE LA PIEDAD,39.14,76.57,24196,19863,17.8,152.78,0
AGUA ARRIBA DE LA PIEDAD,2.9,12,4600,460,36.3,186.6,2
AGUA ARRIBA DE LA PIEDAD,17.13,26.24,15531,9208,30.1,195,0
AGUA ARRIBA DE LA PIEDAD,24.61,46.66,22470,13540,60.7,226.67,0
AGUA ARRIBA DE LA PIEDAD,3.3,75.24,24196,17329,29.5,610,0
AGUA AZUL,17.4,37.85,200,200,65.7,16,2
AGUA AZUL,2.1,12.69,230,230,72.2,18,2
AGUA AZUL,3.18,27.55,430,430,77.8,20,2
AGUA AZUL,9.48,17.76,90,90,78.8,24,2
AGUA AZUL,6.78,26.14,750,750,94.4,40,2
AGUA AZUL,18.83,31.96,4600,4600,98.3,44,2
AGUA AZUL,2.4,23.6,230,230,95.4,45,2
AGUA AZUL,6.3,34.08,110,110,78.7,52,2
AGUA AZUL,3,17.86,4600,4600,80.2,80,2
AGUA AZUL 2,7.68,28.73,140,140,65.6,12,2
AGUA AZUL 2,2.04,65.46,90,90,77.87,12,2
AGUA AZUL 2,2.88,11.33,1500,1500,58.3,14,2
AGUA AZUL 2,3.09,24.3,90,90,74.61,16,2
AGUA AZUL 2,2.7,20.94,1500,1500,72.53,20,2
AGUA AZUL 2,7.1,61.83,11000,11000,68.1,37,2
AGUA AZUL 2,6.66,36.96,70,70,81.4,44,2
AGUA AZUL 2,9.18,17.76,140,140,64.4,52,2
AGUA AZUL 2,10.35,13.66,750,750,70.1,56,2
AGUA AZUL 2,9.54,23.72,930,930,99.8,60,2
AGUA AZUL 2,6,15.87,430,430,80.2,96,2
AGUA CALIENTE,2.8,10.94,43,43,15,12,2
AGUA CALIENTE,2.7,38.06,40,40,62.7,12,2
AGUA CALIENTE,6.18,26.14,150,150,80.6,16,2
AGUA CALIENTE,11.1,37.27,210,210,84.2,16,2
AGUA CALIENTE,8.52,58.08,280,280,90.4,20,2
AGUA CALIENTE,6.23,15,1500,1500,97.5,20,2
AGUA CALIENTE,9.08,33.6,280,280,82.4,28,2
AGUA CALIENTE,2.1,58.08,750,430,55.6,32,2
AGUA CALIENTE,26.7,26.71,280,280,92.5,32,2
AGUA CALIENTE,5.04,30.26,2400,2400,79.8,36,2
AGUA CALIENTE,27.72,42.5,90,90,81.8,36,2
AGUA CALIENTE,6.48,21.3,280,280,71.6,40,2
AGUA CALIENTE,5.13,20.33,2400,2400,71.2,46,2
AGUA CALIENTE,2.5,41.82,210,210,57.4,60,2
AGUA CALIENTE,11.28,25.92,2400,2400,94.6,128,2
AGUA CALIENTE,14.22,39.84,2400,2400,49.7,162,2
AGUA CALIENTE,3.45,28.27,930,930,86.96,252,2
AGUA CALIENTE,6.21,24.8,750,750,94.9,270,2
AGUA CALIENTE,6.2,58,4600,2400,62.5,364,2
AGUA FRIA,3.89,55.71,11000,2100,94.2,650,2
AGUA PRIETA DOUGLAS,3.52,14.01,2382,548,64.7,24,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,7.74,113.36,4198,504,76.1,16.5,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,3.1,21,2481,41,42.3,19.2,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,5.16,48.15,1483,98,80.2,24.12,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,7.21,46.86,3873,376,32.9,27,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,6.18,20.16,3255,275,27.1,37,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,13,54.6,5475,479,54.3,48.3,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,22.73,23.55,19863,328,56.1,60,0
AGUA PRIETA DOUGLAS AGUAS ABAJO,5.66,33.04,6500,2590,79.3,65,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,7.03,11.39,24196,1497,68.1,66,0
AGUA PRIETA DOUGLAS AGUAS ABAJO,9.82,40.34,19863,2987,60.1,70,0
AGUA PRIETA DOUGLAS AGUAS ABAJO,4.82,38.23,2755,275,81.9,70,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,26,51,3130,970,97.2,70.37,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,12.75,34.104,8664,84,60.8,73,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,18.5,261.12,2613,1439,28.3,74,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,10.5,38.61,7701,441,47.5,81.7,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,5.78,36.5,2755,1106,70.2,90.67,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,4.7,29.66,24196,7270,67.5,102.5,0
AGUA PRIETA DOUGLAS AGUAS ABAJO,10.2,86.44,880,160,41.1,106,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,10.16,20.16,389,323,65.9,122,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,5.54,15.26,1823,886,46.8,132.5,2
AGUA PRIETA DOUGLAS AGUAS ABAJO,4.77,55.2,24196,336,90.4,340,0
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,6.84,24.84,930,930,89.1,12,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,4.38,20.81,2100,2100,63.3,16,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,7.86,45.98,2100,2100,70.5,16,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,7.32,11.04,930,930,70.9,16,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,7.86,28.07,90,90,53,24,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,11.46,13.07,430,430,93,24,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,3.36,16.86,150,150,51,25,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,7.44,31.68,40,40,63,28,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,10.4,16.32,150,150,65,36,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,6.06,14.52,40,40,61.3,44,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,9.6,11.52,11000,11000,68.9,44,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,5.79,31.2,1100,1100,44.6,104,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,15.12,22.45,430,430,77.6,120,2
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,3.12,49.8,1100,1100,49.83,820,2
AGUAS ABAJO COLONIA RUIZ CORTINEZ,5.6,14.28,4106,96,115.8,25.33,2
AGUAS ABAJO COLONIA RUIZ CORTINEZ,11.72,24.676,650,187,103.7,27.5,2
AGUAS ABAJO COLONIA RUIZ CORTINEZ,4.55,19.392,19863,598,82.03,158,0
AGUAS ABAJO COLONIA RUIZ CORTINEZ,8.2,65,12033,11199,97.3,668.5,2
AGUAS ABAJO COLONIA RUIZ CORTINEZ,4.64,111.81,123600,21800,96.8,1490,0
AGUAS ABAJO COLONIA RUIZ CORTINEZ,4.79,112.68,41060,9590,100.2,1510,0
AGUAS ABAJO DE CONFLUENCIA CON RIO BRAVO,3.8,15,90,90,109.7,11,2
AGUAS ABAJO DE CONFLUENCIA CON RIO BRAVO,3.2,13,40,40,94.3,19,2
AGUAS ABAJO DE CONFLUENCIA CON RIO BRAVO,4.6,11,2400,2400,110.2,195,2
AGUAS ABAJO DE LA PIEDAD,22.02,108.38,14080,1090,114.1,15.33,2
AGUAS ABAJO DE LA PIEDAD,28.68,45.21,5172,2489,32.5,19,2
AGUAS ABAJO DE LA PIEDAD,21.72,57.67,3873,862,100.3,27,2
AGUAS ABAJO DE LA PIEDAD,27,76.41,9804,3076,11.3,42,2
AGUAS ABAJO DE LA PIEDAD,16.97,79.38,1872,771,52.3,53,2
AGUAS ABAJO DE LA PIEDAD,28.44,35.64,24196,8164,139.4,55,0
AGUAS ABAJO DE LA PIEDAD,13.9,75.33,109200,61300,59.1,58.8,0
AGUAS ABAJO DE LA PIEDAD,14,18.78,52,20,15.2,60,2
AGUAS ABAJO DE LA PIEDAD,16.59,71.56,173290,111990,77.3,73.33,0
AGUAS ABAJO DE LA PIEDAD,19.4,58.83,48840,29870,60.2,78.57,0
AGUAS ABAJO DE LA PIEDAD,5.27,25.08,22470,14500,53.2,138,0
AGUAS ABAJO DE LA PIEDAD,19.35,58.49,81640,43520,44.7,150,0
AGUAS ABAJO DE LA PIEDAD,44.75,56.1,13540,4480,70.3,180,2
AGUAS ABAJO DE LA PIEDAD,2.6,12,11000,1100,30.6,202.5,2
AGUAS ABAJO DE LA PIEDAD,11.47,37.99,17329,6867,35.6,287.5,0
AGUAS ABAJO DE LA PIEDAD,37.75,47.76,43520,13960,28.9,415,0
AGUAS ABAJO DE LA PIEDAD,17.95,90.64,81640,43520,12.39,670,0
AGUAS ABAJO DE LA PIEDAD,10.23,97.46,198630,38730,43.8,793.33,0
AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,4.07,17.65,1500,1500,100.1,11,2
AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,16.26,43,4600,2400,98.6,13,2
AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,8.67,57.1,2100,2100,99.8,13,2
AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,14,33.08,6488,4611,92.8,13.2,2
AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,58,103,90,40,97.1,32,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,2.54,43.21,1100,1100,92.3,29,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,3.99,30.47,2723,20,75.7,30.59,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,9.63,33.58,2400,230,61.3,59,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,2.66,63.29,2603,10,58.6,63,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,8.14,47.31,1467,20,114.6,100,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,6.3,39.09,280,5,100.9,116,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,6.99,44.8,3654,10,147.3,144,2
AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,6.8,22.43,240,22,84.8,630,2
AGUAS ABAJO DE SABINAS,3.4,16,90,40,141.5,23,2
AGUAS ABAJO DE SABINAS,8,16,1100,1100,95.5,55,2
AGUAS ABAJO DEL POBLADO NUEVA ROSITA,10,20,4,4,92.8,14,2
AGUAS ABAJO DEL POBLADO NUEVA ROSITA,10.7,47.43,4280,100,145.4,21.5,2
AGUAS ABAJO DEL POBLADO NUEVA ROSITA,11.1,25,230,230,110.8,25,2
AGUAS ABAJO DEL POBLADO NUEVA ROSITA,10,24,460,460,108.6,27,2
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,2.76,24.676,9208,1850,90.2,25.313,2
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,16.4,22.5,6131,657,97.9,52,2
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,5.56,139.14,241960,241960,93.4,520,0
AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,5.7,24.19,280,23,81.6,19,2
AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,3.36,53.02,15531,3044,68.3,57,0
AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,2.7,32.7,1500,52,68.5,64,2
AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,4.7,37.75,200,5,87.2,68,2
AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,8.75,59.41,2100,2100,54.9,92,2
AGUAS ABAJO ESTERO CAROLINO,9.7,36.03,24196,52,32.1,45,0
AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,2,25.58,230,230,46.4,12,2
AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,8.7,43.68,40,40,23.4,16,2
AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,4.2,12.48,150,150,70.56,16,2
AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,2.4,15.84,430,230,22.4,18,2
