NOMBRE_SITIO,DBO_TOT,DQO_TOT,COLI_FEC,E_COLI,OD_%,SST,group
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,27.34,98.09,11000,11000,68,74,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,49.32,241.91,17850,1090,100.3,86,0
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,38.22,100.99,4600,750,42.5,123,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,2.96,162.53,390,230,43,126,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,50.79,278.17,430,230,76.3,130,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,23.59,144.99,40,40,64,139,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,19.94,24.04,2400,280,95.8,167,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,73.15,264.91,3441,410,142.6,171,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,44.25,71.09,150,24,87.63,180,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,32.56,164.93,15,10,89,180,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,22.7,69.12,11000,687,55.3,320,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,8.59,209.2,93,25,80.1,425,2
CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,23.72,231.86,460,142,57.23,1214,2
CANAL DEL CENTRO AA PRESA EL YATHE,34.74,77.85,4884,2755,117.8,24.29,2
CANAL DEL CENTRO AA PRESA EL YATHE,19.7,377.2,144,31,150,32,2
CANAL DEL CENTRO AA PRESA EL YATHE,94.99,120.14,17329,15531,140.3,46,0
CANAL DONATO GUERRA,10.86,29.77,1500,1500,36.5,12,2
CANAL DONATO GUERRA,5.16,15.62,90,90,38.4,12,2
CANAL DONATO GUERRA,10.5,40.32,70,70,61.5,12,2
CANAL DONATO GUERRA,3.48,27.61,2100,2100,87.2,12,2
CANAL DONATO GUERRA,4.2,35.42,1500,1500,93,12,2
CANAL DONATO GUERRA,11.05,11.76,4600,4600,68.08,16,2
CANAL DONATO GUERRA,8.32,16.67,4600,4600,70.3,19,2
CANAL DONATO GUERRA,5.04,31.46,2100,2100,59.3,28,2
CANAL DONATO GUERRA,3.3,16.32,11000,11000,64.5,28,2
CANAL DONATO GUERRA,4.17,11.27,750,750,73.86,38,2
CANAL DONATO GUERRA,10.6,16.18,2400,2400,81.8,48,2
CANAL DONATO GUERRA,65.22,68.91,230,230,85.24,88,2
CANAL EL CULEBRON PUENTE CARRETERO,4.1,42.6,70,41,58.4,13,2
CANAL EL CULEBRON PUENTE CARRETERO,5,37.83,200,12,59.3,22,2
CANAL EL CULEBRON PUENTE CARRETERO,4.63,20.4,11000,930,116.3,23,2
CANAL EL CULEBRON PUENTE CARRETERO,5.1,78.75,11000,11000,47,27,2
CANAL EL CULEBRON PUENTE CARRETERO,5.35,18.82,2100,1500,61.7,35,2
CANAL EL CULEBRON PUENTE CARRETERO,10.47,54.89,2400,210,49.32,39,2
CANAL EL CULEBRON PUENTE CARRETERO,7.57,42.86,11000,11000,41,40,2
CANAL EL CULEBRON PUENTE CARRETERO,3.98,58.67,4884,20,70.5,43,2
CANAL EL CULEBRON PUENTE CARRETERO,4.59,56.35,110,110,65,49,2
CANAL EL CULEBRON PUENTE CARRETERO,2.94,16.42,930,930,62.4,54,2
CANAL EL CULEBRON PUENTE CARRETERO,7.69,79.53,23,5,126.9,73,2
CANAL EL CULEBRON PUENTE CARRETERO,5.13,51.81,17329,84,93.2,93,0
CANAL EL CULEBRON PUENTE CARRETERO,14.78,19.06,4884,10,88.5,101.59,2
CANAL EL CULEBRON PUENTE CARRETERO,7.93,55.35,1421,10,103,109,2
CANAL EL CULEBRON PUENTE CARRETERO,5.13,65.35,1500,230,85.8,160,2
CANAL EL CULEBRON PUENTE CARRETERO,7.1,18,11000,10,94.8,180,2
CANAL EL CULEBRON PUENTE CARRETERO,4.1,20.75,4600,20,73,181,2
CANAL FLORIDA,2,23,21,21,65.7,10,2
CANAL FLORIDA,6,71,1500,1500,67.7,11,2
CANAL FLORIDA,5,48,30,30,95.7,15,2
CANAL FLORIDA,5,42,460,460,97.1,18,2
CANAL FLORIDA,6,35,1500,1500,41.2,30,2
CANAL GUILLERMO RODHE 1,6.45,21.35,11000,70,30.1,10,2
CANAL GUILLERMO RODHE 1,12.18,81.7,460,79,36.8,13,2
CANAL GUILLERMO RODHE 1,11.2,22.75,11000,22,55.4,13,2
CANAL GUILLERMO RODHE 1,17.01,73.1,1529,228,84,14,2
CANAL GUILLERMO RODHE 1,21.34,96.69,150,70,34.7,18,2
CANAL GUILLERMO RODHE 1,34.03,121.16,1500,280,36.1,26,2
CANAL GUILLERMO RODHE 1,2.81,29.28,14136,1281,92.4,37.04,2
CANAL GUILLERMO RODHE 1,3.19,26.15,1500,750,58.1,41,2
CANAL GUILLERMO RODHE 1,47.82,232.57,86640,1600,80.6,50,0
CANAL GUILLERMO RODHE 1,11.88,82.59,210,210,55,57,2
CANAL GUILLERMO RODHE 1,4.73,27.19,24196,10462,48,64,0
CANAL GUILLERMO RODHE 1,6.94,71.14,43,41,98.7,70,2
CANAL GUILLERMO RODHE 1,19.09,128.94,210,70,45.8,86,2
CANAL GUILLERMO RODHE 2,8,31,750,750,102.2,13,2
CANAL GUILLERMO RODHE 2,7,16,240,240,102.2,16,2
CANAL GUILLERMO RODHE 2,5,27,23,23,103.9,33,2
CANAL GUILLERMO RODHE 2,5,20,90,40,103.2,52,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,5.69,44.13,57940,3360,108.7,11,0
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,8.9,25.17,487,10,88.6,15,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,5.07,61.272,497,85,93.57,16,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,2.2,38.016,2382,10,64.2,17.5,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,2.98,22.6128,6867,148,104.7,22.8571,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,5.4,62.22,173,10,106.2,25,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,6,54,408,109,125.6,30,2
CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,26.3,65.3,1515,31,71.9,32,2
CANAL PRINCIPAL ALTO REQUENA,135.01,140.94,11000,11000,15.6,28,2
CANAL PRINCIPAL ALTO REQUENA,110.71,204.37,11000,11000,20.8,50,2
CANAL PRINCIPAL ALTO REQUENA,30,197.5,2400,2400,19.9,68,2
CANAL PRINCIPAL ALTO REQUENA,24.16,100.49,750,750,17.5,92,2
CANAL PRINCIPAL ALTO REQUENA,27.68,132.42,280,280,22.6,140,2
CANAL PRINCIPAL BAJO,2.2,38.78,19863,110,88.4,11,0
CANAL PRINCIPAL BAJO,2.18,15.696,20,10,61.7,12,2
CANAL PRINCIPAL BAJO,4.48,12.36,14136,41,74.4,19.75,2
CANAL PRINCIPAL BAJO,17.01,35.09,250,41,93.9,22,2
CANAL PRINCIPAL EL TUMBA 1,23.16,108.81,750,750,19.8,32,2
CANAL PRINCIPAL EL TUMBA 1,33.9,138.44,2100,2100,16.8,56,2
CANAL PRINCIPAL EL TUMBA 1,27.91,107.66,1500,1500,18.8,100,2
CANAL PRINCIPAL EL TUMBA 1,29,159.09,210,210,17.6,120,2
CANAL PRINCIPAL EL TUMBA 2,137.11,140.37,4600,4600,21.3,36,2
CANAL PRINCIPAL EL TUMBA 2,33.3,121.88,2400,2400,10.02,44,2
CANAL PRINCIPAL EL TUMBA 2,139.81,364,1500,1500,12.01,44,2
CANAL PRINCIPAL EL TUMBA 2,27.96,117,200,200,49,110,2
CANAL PRINCIPAL EL TUMBA 2,28.66,129.41,200,200,22.3,180,2
CANAL PRINCIPAL EL TUMBA 3,20.2,43.12,930,930,21.8,16,2
CANAL PRINCIPAL EL TUMBA 3,25.14,68.81,2400,2400,50.3,28,2
CANAL PRINCIPAL EL TUMBA 3,28.2,141.03,4600,4600,34.26,32,2
CANAL PRINCIPAL EL TUMBA 3,135.61,140.94,2400,2400,48.8,32,2
CANAL PRINCIPAL EL TUMBA 3,29.56,86.19,390,390,21.1,70,2
CANAL PRINCIPAL EL TUMBA 3,24,83.44,2100,1500,27.1,84,2
CANAL PRINCIPAL MARGEN IZQUIERDA,3.32,14.1624,203,134,101.75,11,2
CANAL PRINCIPAL MARGEN IZQUIERDA,2.5,43.42,882,52,90.4,22,2
CANAL PRINCIPAL MARGEN IZQUIERDA,5.94,37.57,1376,63,148,25.45,2
CANAL PRINCIPAL MARGEN IZQUIERDA,2.32,33.368,443,85,99.4,26,2
CANAL PRINCIPAL MARGEN IZQUIERDA,4.18,26.88,1145,41,87.7,31.5,2
CANAL PRINCIPAL MARGEN IZQUIERDA,5.44,18.0504,1956,31,91.8,41.5,2
CANAL PRINCIPAL MARGEN IZQUIERDA,3.89,89.32,249,201,101.6,41.5,2
CANAL PRINCIPAL MARGEN IZQUIERDA,8,57,2382,41,92.1,42,2
CANAL PRINCIPAL MARGEN IZQUIERDA,2.65,23.8576,1267,52,95.6,53.3333,2
CANAL PRINCIPAL MARGEN IZQUIERDA,6.89,26.29,24196,120,91.3,76,0
CANAL PRINCIPAL MARGEN IZQUIERDA,2.22,36.72,110,10,136,78,2
CANAL PRINCIPAL MARGEN IZQUIERDA,4.69,75.41,36540,4260,86.7,167.27,0
CANAL PRINCIPAL MARGEN IZQUIERDA,12.39,27.39,17329,295,89.6,171.11,0
CANAL PRINCIPAL MARGEN IZQUIERDA,22.78,31.68,17329,3448,75.15,195,0
CANAL RIO MALACATEPEC-(DURAZNOS),6.5,32.5,2100,39,59.1,10,2
CANAL RIO MALACATEPEC-(DURAZNOS),6.5,27.38,930,70,81.6,14,2
CANAL RIO MALACATEPEC-(DURAZNOS),2.7,12.29,460,4,91.2,14,2
CANAL RIO MALACATEPEC-(DURAZNOS),4.9,15.91,2100,200,75.5,34,2
CANAL RIO MALACATEPEC-(DURAZNOS),3.7,14.11,240,28,92.1,102,2
CANAL SANCHEZ MEJORADA,33.4,51.35,93,93,71.1,15,2
CANAL SANCHEZ MEJORADA,11.3,15,150,75,39.7,21.5,2
CANAL SANCHEZ MEJORADA,2.22,14.88,90,40,96.3,23.5,2
CANAL SANCHEZ MEJORADA,15.77,53.093,460,93,63.8,50,2
CANAL SANCHEZ MEJORADA,34.8,70,15,9,109.1,51,2
CANAL SANCHEZ MEJORADA,14.43,89.64,1100,1100,44.4,58,2
CANAL SANCHEZ MEJORADA,8.3,12,43,43,102.4,61,2
CANAL SANCHEZ MEJORADA,26.8,53,23,4,95.4,70,2
CANAL SANCHEZ TABOADA,26.27,71.774,7,4,83.2,18,2
CANAL SANCHEZ TABOADA,4.28,14,4,4,61.2,21,2
CANAL SANCHEZ TABOADA,2.36,12.19,230,40,111.5,27.67,2
CANAL SANCHEZ TABOADA,61.6,83.77,9,4,86.8,43,2
CANAL SANCHEZ TABOADA,12.2,14,93,93,83.5,79,2
CANAL TUXPAN,7,24,93,93,81.8,10,2
CANAL TUXPAN,12,100,2400,2400,78.3,11,2
CANAL TUXPAN,12,86,2400,2400,92,11,2
CANAL TUXPAN,13,34,4600,4600,80.7,12,2
CANAL TUXPAN,4,135,2400,460,56.8,13,2
CANAL TUXPAN,5,30,390,390,103.9,15,2
CANAL TUXPAN,18,31,280,280,82.2,56,2
CANAL TUXPAN,3,34,1500,1500,81.7,60,2
CANAL TUXPAN,3,24,280,280,70.2,87,2
CANAL TUXPAN,24,80,11000,11000,92.4,180,2
CANANEA,29.5,133.9536,10462,4611,109,18.5,2
CANANEA,9.5,18.13,2046,776,69.8,22,2
CANANEA,7.9,42.22,1789,683,82.4,35,2
CANANEA,8.4,25.54,2613,211,118.3,46,2
CANANEA,4.51,49.15,3255,1464,33.4,60,2
CANANEA,9.56,113.62,81640,9110,76.3,1440,0
CANASAYAB,16.62,47.43,90,90,43.8,12,2
CANASAYAB,14.7,24.68,2100,2100,51,12,2
CANASAYAB,6.69,33.02,9,9,53.06,20,2
CANASAYAB,12.12,22.26,90,90,54.2,20,2
CANASAYAB,2.19,19.52,2100,2100,61.3,20,2
CANASAYAB,11.16,26.2,2100,2100,57.2,44,2
CANDELARIA,21.54,64.48,430,430,46.7,12,2
CANDELARIA,3.15,39.53,70,70,48.3,12,2
CANDELARIA,9.06,20.98,230,90,111.9,12,2
CANDELARIA,8.19,13.07,430,430,110.7,13,2
CANDELARIA,14.25,35.63,150,150,58.6,16,2
CANDELARIA,8.46,32.7,70,70,53.9,24,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,3.81,11.13,230,230,88.5,11,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,12.6,38.08,280,280,54.3,12,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,7.47,12.1,430,430,57,13,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,4.71,40.5,930,430,40.5,16,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,2.04,29.52,210,210,64.1,16,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,3.12,34,430,70,70.9,16,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,3.7,18.82,230,230,73.3,16,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,4.2,25.68,230,230,72.3,20,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,4.56,29.04,930,150,70.1,27,2
CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,8.4,20.81,90,90,47,36,2
CAÑON DEL SUMIDERO ENTRADA,7.26,28.07,430,430,71.6,12,2
CAÑON DEL SUMIDERO ENTRADA,10.08,27.06,280,280,64.9,14,2
CAÑON DEL SUMIDERO ENTRADA,16.38,39.31,750,750,39.3,16,2
CAÑON DEL SUMIDERO ENTRADA,2.7,13.55,2400,2400,62.6,16,2
CAÑON DEL SUMIDERO ENTRADA,8.76,28.98,1200,1200,71.4,16,2
CAÑON DEL SUMIDERO ENTRADA,7.14,31.68,1200,1200,60.1,20,2
CAÑON DEL SUMIDERO ENTRADA,6.12,26.88,2400,2400,70.4,20,2
CAÑON DEL SUMIDERO ENTRADA,3.12,29.76,2400,2400,71.2,20,2
CAÑON DEL SUMIDERO ENTRADA,7.44,40.17,1200,1200,74.2,24,2
CAÑON DEL SUMIDERO ENTRADA,3.42,16.86,750,750,53,49,2
CAÑON DEL SUMIDERO ENTRADA,5,16.8,2400,2400,76.1,54,2
CAÑON DEL SUMIDERO ENTRADA,7.62,13.55,280,280,62,76,2
CAÑON DEL SUMIDERO ENTRADA,3.72,26.4,210,93,62.9,144,2
CAÑON DEL SUMIDERO ENTRADA,14.52,22.45,430,430,83.2,152,2
CAÑON RIO BUSTAMANTE,5.4,40,230,230,102.6,840,2
CAPOMAL,3.6,43.42,148,85,92.7,10.8,2
CAPOMAL,4,40,2755,52,82.1,16,2
CAPOMAL,3.1,17.33,4884,158,107.2,18.1,2
CAPOMAL,3.19,19.24,145,145,99.6895,22,2
CAPOMAL,3.09,29.452,637,480,99.03,23.5,2
CAPOMAL,2.77,28.28,5794,269,93.2,32,2
CAPOMAL,6.85,38.208,3873,1050,86,47,2
CAPOMAL,4.33,17.3,11199,2613,87.6,49,2
CAPOMAL,7.72,15.696,809,809,73.6333,70,2
CAPOMAL,14.87,124.2,17329,10462,40.3,152.5,0
CARLOS A. CARRILLO,3.43,32.52,2400,930,53.3,11,2
CARLOS A. CARRILLO,7.75,28.32,24000,4600,66,11,0
CARLOS A. CARRILLO,4.39,12.27,2400,930,48.7,13,2
CARLOS A. CARRILLO,2.42,26,2400,2400,65.2,14,2
CARLOS A. CARRILLO,6.6,28.85,24000,11000,45.3,18,0
CARLOS A. CARRILLO,5.5,47.84,2400,2100,53.4,38,2
CARLOS A. CARRILLO,11,30.12,24000,4600,44,46,0
CARRIZAL,5.83,50.03,24000,11000,61,11,0
CARRIZAL,2.2,22.42,24000,4600,81.1,11,0
CARRIZAL,2.75,18.7,4600,2400,84.3,13,2
CARRIZAL,8.3,36.67,430,230,68,14,2
CARRIZAL,9.7,14.73,4600,2100,70,14,2
CARRIZAL,3.4,48.73,930,430,57,15,2
CARRIZAL,38,87.13,1153,588,108.93,15,2
CARRIZAL,2.1,11.69,24000,11000,87.6,26,0
CARRIZAL,3.97,15.93,1500,280,67.7,31,2
CARRIZAL,7.74,120.57,930,430,101.3,66,2
CARRIZAL,3.67,61.07,1500,930,65.6,126.154,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",8,31,4,4,62,12,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",24,272,430,9,47.9,22,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",44,91,30,30,71.5,30,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",18,77,70,30,38.89,38,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",33,726.24,4600,4600,100.5,40,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",178,587,930,930,79.1,44,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",24,186.35,930,90,89,60,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",39,74,430,40,53.1,80,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",195,574,11000,11000,68.38,85,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",35,115,90,23,65.9,105,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",32,210,1500,1500,74.1,185,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",20,109,930,930,48.8,188,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",75,131,150,30,20,275,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",24,81,4600,4600,90.7,423,2
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",24,188,4600,4600,10.8,434,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",2.8,123.54,24000,11000,35,25,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",5.1,34.42,4600,1500,46,26,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",4.33,34.81,2400,2100,49.1,28,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",3.67,43.36,11000,1500,47.3,42,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",6,15.04,2100,1500,69,150.91,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",6.8,61.69,24000,4600,47,368,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ABAJO)",7,159.36,200,150,51,1005,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",2.2,15.54,24000,11000,43.5,14,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",5,42.63,930,280,48.6,19,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",4.7,36.73,2400,430,48,20,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",3.71,40.14,11000,930,46.2,44,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",3.1,22.04,24000,930,47,47,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",2.6,148.15,24000,4600,34,51,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",51.667,94.25,2400,460,80,53,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",4.2,55.1,1500,750,73.3,71,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",5.33,36.06,2100,1500,64.5,111,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",10,51.82,4600,4600,64.2,260,2
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",6.5,64.77,24000,4600,48,340,0
"CASA ARMANDO GUILLERMO PRIETO, S.A. DE C.V. (AGUAS ARRIBA)",8.33,48.37,11000,4600,58,1730,2
CASA DE BOMBAS,2.53,58.32,7701,269,52.6,13,2
CASA DE BOMBAS,5.5,43.2,14136,209,61.8,13,2
CASA DE BOMBAS,6.09,14.35,15531,405,66.5,25.5,2
CASA DE BOMBAS,6.49,25.54,4884,3654,90.1,168,2
CASCADA TEXOLO,5.2,17.78,2100,150,58,11,2
CASCADA TEXOLO,19.5,46.67,24000,4600,68,11,0
CASCADA TEXOLO,3.6,60.74,210,40,63.5,12,2
CASCADA TEXOLO,3.79,28,2400,1100,78.1,22,2
CASCADAS DE TAMASOPO (CONFLUENCIA),2.63,10.45,9804,7270,98,18,2
CAZONES,3.43,56.48,750,200,78.2,14,2
CERO,15.48,66.07,1041,30,127.1,19,2
CERO,6.4,17.86,17329,4884,21.2,22.7,0
CERO,4.28,21.9744,2247,959,26.25,26.4286,2
CERO,3.44,44.064,4196,324,78,33,2
CERO,3,80,6131,496,76.7,59,2
CERO,5.53,80.68,141360,410,147.8,60,0
CERO,15.6,55.75,17329,467,58.2,87,0
CERO,4.97,34.49,6167,1500,53.6,116,2
CERO,22.36,51.11,24196,266,104.2,123.33,0
CERRO BLANCO,17,46,4600,4600,19,14,2
CERRO BLANCO,13,42,2100,90,76.4,35,2
CERRO BLANCO,11,51,4600,4600,72.7,46,2
CERRO BLANCO,22,80,11000,11000,56.3,68,2
CERRO BLANCO,26,64,11000,11000,30.4,76,2
CERRO BLANCO,16,99,11000,4600,20,88,2
CERRO BLANCO,16,49,11000,4600,18.3,110,2
CERRO BLANCO,21,84,11000,11000,28.6,150,2
CERRO BLANCO,9,50,2400,2400,53.3,180,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,22.98,47.38,70,70,29.1,12,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,7.02,29.26,4600,4600,39.8,12,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,8.28,40.32,4600,4600,79.7,12,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,9.06,60.02,30,30,20.4,16,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,2.88,35.82,1500,1500,39.6,24,2
CERRO DE LA ESTRELLA (A) AGUAS ABAJO,11.7,51.73,430,430,38.7,28,2
CERRO DE LA ESTRELLA (A) AGUAS ARRIBA,18,407.26,2100,1500,23.4,80,2
CERRO DE LA ESTRELLA (A) AGUAS ARRIBA,108,341.69,90,90,82.8,100,2
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",126.67,204,2400,2400,14,69,2
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",533.3,1513,24000,930,10,151.2,0
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",270,924,24000,24000,30.9,265,0
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",460,591.5,11000,1500,10,324,2
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.(AGUAS ARRIBA)",26,49.6,2400,23,12,10,2
"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.(AGUAS ARRIBA)",13,49,2400,1100,15,24,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",6.49,58.176,1464,31,70.5,15.5,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",6.6,66.53,309,10,94.5,20.7,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",7.03,20.74,1616,813,92.5,60,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",2.1,124.43,6131,110,90.2,77,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",9.94,22.74,246,41,76,103.33,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",15.7,44.71,23590,3050,94.2,155.71,0
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",10.52,37.6704,5012,1541,88.6,188.75,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",31.33,94.61,878000,40000,81.3,266.67,0
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ARRIBA)",2.24,21.1896,148,148,92.3,165,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ARRIBA)",44.2,66.9768,504,336,98.3,384,2
"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ARRIBA)",6.18,229.78,241960,1580,89.7,1740,0
CHACALTIAGUIS,2.25,35.04,2400,1500,56.1,19,2
CHACALTIAGUIS,4.5,17.78,24000,2400,59,19,0
CHACALTIAGUIS,14.5,37.76,70,40,66.9,19,2
CHACALTIAGUIS,3.14,22.43,2400,430,77.1,24,2
CHACALTIAGUIS,8,32.04,280,200,49,28,2
CHACALTIAGUIS,5.5,30.4,2400,2400,64.1,40,2
CHALMA,2.94,18.14,1500,150,97.7,16,2
CHALMA,3.1,89.28,98040,14830,92.9,250,0
CHALMA,4.6,136.68,39,14,80.4,312,2
CHALMA,7,148.15,68670,43520,96.6,833,0
CHALMA-TEMBEMBE (EL COCO),3.1,19.96,39,15,69.4,10,2
CHALMA-TEMBEMBE (EL COCO),4.39,86.52,280,70,87.2,14,2
CHALMA-TEMBEMBE (EL COCO),3.2,32.55,1500,280,87.2,16,2
CHALMA-TEMBEMBE (EL COCO),3.8,33.68,2100,28,66.92,24,2
CHALMA-TEMBEMBE (EL COCO),2.1,15.23,430,430,79,26,2
CHALMA-TEMBEMBE (EL COCO),5.1,12.46,11000,280,44.3,40,2
CHALMA-TEMBEMBE (EL COCO),2,17.6,4,3,66.2,92,2
CHALMA-TEMBEMBE (EL COCO),2.8,36.7,1100,4,50,122,2
CHALMA-TEMBEMBE (EL COCO),3.1,31.89,4300,70,62.2,210,2
CHAMETLA,3.45,66.5184,5475,122,88.77,34.5,2
CHAMETLA,13.8,73.65,4611,199,145.1,45.8,2
CHAMETLA,9.17,32.4,14136,14136,104.8,260,0
CHAMETLA,22.1,29.23,6131,3448,102.2,345,2
CHAMETLA,3.49,106.08,111990,34480,93.5,2825,0
