id,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,SEMAFORO,NUM_SEMAFORO,GROUP
3386,2,10,10,2987,1169,107.1,Amarillo,1,2
3387,2,30.24,10,24196,15732.5,88.5,Rojo,2,0
3388,2.73,23.32,10,430,210,55.1,Verde,3,2
3389,2,20.82,10,2251,173,112.6,Amarillo,1,2
3390,14.68,62.5,26.925,24196,24196,71.25,Rojo,2,1
3391,2.145,28.61,10,1509,20,112,Amarillo,1,2
3392,2.76,18.05,16,230,230,66.1,Verde,3,2
3393,12.16,44.95,18,11000,4600,43.205,Rojo,2,0
3394,2,10.92,10,1872,140,72.4,Amarillo,1,2
3395,2,15.492,12.3,5172,406,68.8,Amarillo,1,2
3396,2,16.5228,10,1553,20,80.1,Amarillo,1,2
3397,2,15.66,10,1079.5,30,77.35,Amarillo,1,2
3398,2,10,15,430,430,62.29,Verde,3,2
3399,2,14.66,32,1100,43,79.6,Amarillo,1,2
3400,2,10,16,930,930,69.155,Amarillo,1,2
3401,3.1,22.34,16,640,640,53.395,Verde,3,2
3402,2.41,13.44,62,70,70,67.93,Verde,3,2
3403,2.16,15.84,44,90,90,73.2,Verde,3,2
3404,2.495,15.665,48,21.5,21.5,69.705,Verde,3,2
3405,5.75,33.615,30,175,175,60.81,Verde,3,2
3406,4.667,34.75,10,11000,2419,49.9,Rojo,2,0
3407,2,24.55,10,1800,430,63.15,Amarillo,1,2
3408,2,22.84,13,2400,1500,59.3,Amarillo,1,2
3409,2,24.355,11,2400,1215,58.35,Amarillo,1,2
3410,3.99,15.38,14,72.5,72.5,75.7,Verde,3,2
3411,2.16,10,10,90,90,74.435,Verde,3,2
3412,2.365,10,29,1125,570,69.86,Amarillo,1,2
3413,3.795,14.88,13.5,70,70,78.4,Verde,3,2
3414,19,59,30,24000,24000,10,Rojo,2,1
3415,26,101.5,40,24000,24000,20.6,Rojo,2,1
3417,2,20.58,10,1150.5,15,56.9,Amarillo,1,2
3418,2,16.72,10,985,20,53.8,Verde,3,2
3419,2,25.08,10,1050,41,88.5,Amarillo,1,2
3420,2,17.8,10,1792.5,57.5,83.4,Amarillo,1,2
3421,3.06,17.22,12.5,4611,97,86.9,Amarillo,1,2
3422,2.7,16.24,17,4884,148,87.9,Amarillo,1,2
3423,2,15.326,16.75,5549.5,849,84.4,Amarillo,1,2
3424,2,16.56,11.5,3734,286.5,80.55,Amarillo,1,2
3425,2,15.1,10,3448,98,93.7,Amarillo,1,2
3426,2,15.73,17,3255,228,92.6,Amarillo,1,2
3427,2,22.4924,20,7270,1223,86.7,Amarillo,1,2
3428,2,19.87,21.5,6131,442.5,86.65,Amarillo,1,2
3429,2,19.44,31.25,5323.5,417,84.8,Amarillo,1,2
3430,2,20.95,33.6,5634.5,243.5,86.7,Amarillo,1,2
3431,2,17.985,31,2987,216,84.9,Amarillo,1,2
3432,2,21.82,19,3076,121,81,Amarillo,1,2
3433,3.595,23.645,10,1022,10,89.26,Amarillo,1,2
3434,2,10,10,7701,1515,74.85,Amarillo,1,2
3435,4.98,22.28,16,160,390,71.44,Verde,3,2
3436,4.8,27.61,44,280,260,76.53,Verde,3,2
3437,2.52,12.38,10,230,230,68.53,Verde,3,2
3438,2.855,21.015,36,1500,1350,55.4,Amarillo,1,2
3439,5.145,18.78,48,1015,1015,58.05,Amarillo,1,2
3440,4.8,17.535,40,390,390,56.6,Verde,3,2
3441,3.08,20.5,30,150,150,68.82,Verde,3,2
3442,3.05,19.105,20,230,230,61.03,Verde,3,2
3443,2.295,19.84,20,210,210,76.85,Verde,3,2
3444,4.66,36.685,67,445,445,69.34,Verde,3,2
3445,2.61,12.96,18,430,330,66.485,Verde,3,2
3446,2.87,16.89,24,930,930,64.5,Amarillo,1,2
3447,3.3,22.44,24,930,750,66.25,Verde,3,2
3448,2.565,15.12,12,430,430,64.21,Verde,3,2
3449,4.17,26.84,40,930,750,78.13,Verde,3,2
3450,3.7,20.17,56,2100,1500,59.26,Amarillo,1,2
3451,3.03,13.92,16,430,330,64.86,Verde,3,2
3452,3.4,14.83,14,150,150,77.9,Verde,3,2
3453,3.03,12.19,12,750,640,66.3,Verde,3,2
3454,3.84,15.18,12,210,150,76.1,Verde,3,2
3455,3.99,15.255,16,930,930,66.3,Amarillo,1,2
3456,10.85,76.615,16,24196,24196,30.1,Rojo,2,1
3457,32.5,80.5,52.5,24000,24000,10,Rojo,2,1
3458,2,10,18,2400,200,76.7,Amarillo,1,2
3459,2,10,12,2400,280,75.2,Amarillo,1,2
3460,2,10,16,1500,84,75,Amarillo,1,2
3461,2,10,21,2400,90,78.9,Amarillo,1,2
3462,2,10,13,4600,602,77.8,Rojo,2,2
3463,22.54,118,64,210,90,140.8,Rojo,2,2
3464,2,17.91,10,150,75,60.2,Verde,3,2
3465,2,13.69,10,90,90,54.3,Verde,3,2
3466,11.065,51.77,22,24196,24196,50,Rojo,2,1
3467,5.91,34.08,22,90,90,82.15,Verde,3,2
3468,7.68,31.28,32,390,390,76,Verde,3,2
3469,2,16.5948,29.5,3448,160,99.35,Amarillo,1,2
3473,10.7,76.13,49,2400,7,52.25,Rojo,2,2
3474,2,13.8,20.75,7270,95.5,95.9,Amarillo,1,2
3475,4,21.81,20,430,430,65.6,Verde,3,2
3476,2,36.055,20.5,7576,1897.5,96.25,Amarillo,1,2
3477,2,15.34,10,875.5,10,104.75,Verde,3,2
3478,2,21.245,10,1791,3,132.5,Amarillo,1,2
3479,2,10,10,1500,930,109.2,Amarillo,1,2
3480,5.125,23.135,27,430,430,73,Verde,3,2
3481,8,26.565,36,1300,1015,54,Amarillo,1,2
3482,3.48,19.2,26,200,200,74.185,Verde,3,2
3483,3.285,19.84,20,390,260,67.84,Verde,3,2
3484,4.44,20.98,20,210,210,72.5,Verde,3,2
3485,2.1,14.4,12,150,150,74.705,Verde,3,2
3486,106,237.65,66.335,24196,24196,12.35,Rojo,2,1
3487,2,30.98,14,1663.5,153,89.65,Amarillo,1,2
3488,13.02,71.14,29,24196,3359,23.4,Rojo,2,0
3489,12.35,62.6,71.25,15845.5,610,83.9,Rojo,2,0
3490,10.53,67.415,92.5,24196,7717,79.8,Rojo,2,0
3491,8.99,60.765,60.68,14844.5,909.5,84.45,Rojo,2,0
3492,16.37,81.33,38.75,24196,15650,22.5,Rojo,2,0
3493,30.415,127.44,60,24196,24196,24.2,Rojo,2,1
3494,9.115,52.14,53.145,16649.5,2011.5,81.6,Rojo,2,0
3495,10,55.4,48,13538.5,1530,96.9,Rojo,2,0
3496,12.165,66.96,70,9621,897,82.05,Rojo,2,0
3497,26,74,48,24000,24000,26,Rojo,2,1
3498,2,13.65,10,4600,687,102.5,Amarillo,1,2
3499,4.05,37.49,30,1100,43,97.83,Amarillo,1,2
3501,117.4,250.625,66,24000,14300,10,Rojo,2,0
3502,13,45,22,430,430,91.8,Rojo,2,2
3503,23.5,75.585,74,24000,11000,70.6,Rojo,2,0
3504,13.5,48,29.5,11000,11000,85.8,Rojo,2,0
3505,16,60,54,4600,2400,86.2,Rojo,2,2
3506,37,73,35,4,4,35.7,Rojo,2,2
3507,9,50,12,90,40,102.8,Rojo,2,2
3508,9,70,34,430,470,97.6,Rojo,2,2
3509,16,57,63,4600,3500,68.1,Rojo,2,2
3510,5.455,34.44,73.165,2316.5,52,59.6,Amarillo,1,2
3511,8.03,40.89,86.22,10133,4106,67.9,Rojo,2,0
3512,73.4,283.03,48,24000,24000,17.7,Rojo,2,1
3513,16,61,60,4600,4600,52.75,Rojo,2,2
3514,21.08,69.6,122,24000,9234,43.7,Rojo,2,0
3515,13,50,50,24000,11000,60.2,Rojo,2,0
3516,22.36,63.3,86.67,24196,24196,53.5,Rojo,2,1
3517,17,77,77,11000,4600,29,Rojo,2,0
3518,21,66,80,24000,11000,19.6,Rojo,2,0
3519,22,69,72,24000,11000,26.3,Rojo,2,0
3520,20,76,64,24000,11000,43.45,Rojo,2,0
3521,61.89,193.33,84,24000,24000,28.75,Rojo,2,1
3522,21,82,64,24000,24000,25.93,Rojo,2,1
3523,25.5,73,83,24000,24000,21.3,Rojo,2,1
3524,16,54.66,51,11000,4600,28.1,Rojo,2,0
3525,9,56,21.5,24000,3500,62.5,Rojo,2,0
3526,9,49,10,750,430,92.3,Rojo,2,2
3527,10,48,22,4600,2400,65.5,Rojo,2,2
3528,11,47,23.5,7800,3500,69.2,Rojo,2,2
3529,13,54,35,11000,4600,80.3,Rojo,2,0
3530,16,57,68,3500,2250,44.7,Rojo,2,2
3531,8.12,42.905,78,7081.5,2963.5,75.5,Rojo,2,2
3532,57.71,242.615,68.5,24000,24000,14.01,Rojo,2,1
3533,9.14,39.005,100,11199,2400,60.1,Amarillo,1,0
3534,6.24,43.09,47.5,3255,100,58.7,Rojo,2,2
3535,74.5,252.12,80,24000,24000,17.45,Rojo,2,1
3536,12,50,46,11000,4600,77.9,Rojo,2,0
3537,12,46,40.5,11000,4600,79.1,Rojo,2,0
3538,16.5,57,60,11000,2400,55.75,Rojo,2,0
3539,15.5,77,63,4600,4600,50.8,Rojo,2,2
3540,18.5,64,45.5,11000,4600,23.05,Rojo,2,0
3541,16.8,53,36,4600,2400,58.9,Rojo,2,2
3542,48.9,149.31,108,24000,24000,22.65,Rojo,2,1
3543,12.1,49.95,151.43,24196,6488,67.88333333,Rojo,2,0
3544,13.395,69.02,122.5,19765.5,8904,43.88,Rojo,2,0
3545,8.12,44.7,85,11199,3873,58.2,Rojo,2,0
3546,60.47,235.31,74,24000,24000,16.55,Rojo,2,1
3547,10.98,48.2,98,10462,3432,57.1,Rojo,2,0
3548,11.995,49.79,140,24196,6867,71.65,Rojo,2,0
3549,8.8,43.33,92.86,24196,5172,74.5,Rojo,2,0
3550,10.32,48.4,86.5,6344,1910.5,58.35,Rojo,2,2
3551,8.5,49.215,85,9506,2654.5,56.715,Rojo,2,0
3552,32.88,134.13,96,24000,24000,32.44,Rojo,2,1
3553,7.7,45.36,60,11000,464,91.2,Rojo,2,0
3554,8.25,40.41,106,14263,480,81.415,Rojo,2,0
3555,11.355,48.095,43.85,17329,5172,80.4,Rojo,2,0
3556,13.91,44.38,56,14136,3076,78,Rojo,2,0
3557,17,76,70,7800,4600,35.5,Rojo,2,2
3558,41.7,134.09,80,24000,24000,17.795,Rojo,2,1
3559,38.095,140.65,74,24000,24000,12.325,Rojo,2,1
3560,43.805,124.5916,112,24000,24000,21.35,Rojo,2,1
3561,32.16,128.23,96,24000,24000,28.695,Rojo,2,1
3562,30.375,139.93,86.5,24000,24000,30.7,Rojo,2,1
3563,13,43.04,15,335,230,91.4,Rojo,2,2
3564,11.5,42,35,17500,11000,94.4,Rojo,2,0
3565,27.95,112.32485,60,24000,24000,38.2,Rojo,2,1
3566,22.56,94.14,70,24000,24000,38.2,Rojo,2,1
3567,9.57,67.52,72,24196,11199,52,Rojo,2,0
3568,7.64,54.33,80,24196,8342,69.8,Rojo,2,0
3569,6.7,39.995,69.8,17329,1242,56,Amarillo,1,0
3570,10.39,55.8628,132,24196,22470,61.5,Rojo,2,1
3571,12.81,73.3,100,24196,24196,46.2,Rojo,2,1
3572,5.435,33.225,40,11199,84,55.9,Amarillo,1,0
3573,2,10,10,460,14.5,96.835,Verde,3,2
3574,2,10,10,930,18,91.85,Verde,3,2
3575,7.88,82.8,101.25,24196,24196,64.1,Rojo,2,1
3576,2,13.975,10,1450.5,75,101.9,Amarillo,1,2
3577,2,16.415,16,1800,91,99.8,Amarillo,1,2
3578,2.1,22.41,14,10112,150,90.5,Amarillo,1,0
3579,2,11.59,10,930,72,100.75,Verde,3,2
3580,3.335,28.976,10,1305,93,97.55,Amarillo,1,2
3581,6.9,36.81,20.5,24000,10133.5,78.2,Amarillo,1,0
3582,66.665,191.81,57.3335,24000,4600,18.85,Rojo,2,0
3583,3.33,23.12,10,90,70,57.1,Verde,3,2
3584,2,12.2,10,9506,1457,57.7,Rojo,2,0
3586,2,21.205,15,2400,750,90.25,Amarillo,1,2
3587,2,31.79,13.5,2400,1500,80.7,Amarillo,1,2
3588,2,12.367,29.14,3365,225.5,98.61,Amarillo,1,2
3589,2,17.03,18.5,17500,4600,76.55,Amarillo,1,0
3590,3.14,216.82,31,795,1128.5,88,Rojo,2,2
3591,8.25,56.295,12,24196,5172,28,Rojo,2,0
3592,3.67,24.54,11.75,2098,63,48.835,Amarillo,1,2
3593,2,18.86,10.5,1259,20,75.2,Amarillo,1,2
3594,2.705,28.84,11.01,774,3,86.85,Verde,3,2
3595,2,21.1896,15.29165,2072,20,92.15,Amarillo,1,2
3596,2,18.108,10,2212.5,20,100.055,Amarillo,1,2
3597,2,15.96,10,1983,20,97.5,Amarillo,1,2
3598,32.95,96.39,16,24000,24000,14,Rojo,2,1
3599,3.1,28.21,16,24000,4600,60.7,Amarillo,1,0
3600,2.705,35.46,431.395,2400,930,63,Amarillo,1,2
3601,2,10,10,1076,20.5,71.2,Amarillo,1,2
3602,2,27.325,30.75,8936,2700,97.85,Amarillo,1,0
3603,2,38.205,119.4,1500,430,61,Amarillo,1,2
3604,17.33,86.755,31,24000,4600,47,Rojo,2,0
3605,4.075,45.245,324,2400,1300,64,Rojo,2,2
3606,3.57,30.71,22,750,210,44.9,Verde,3,2
3607,2,22.706,10,1500,930,57,Amarillo,1,2
3608,2.29,36.46,96,2400,1500,63.8,Amarillo,1,2
3609,2,10,31,2501.5,542,85.63,Amarillo,1,2
3610,2,10,10,10918.5,4809.5,94.7,Amarillo,1,0
3612,2,18.97,10,2755,10,88,Amarillo,1,2
3613,2,10,10,2064,20,98.8,Amarillo,1,2
3614,3.2,30.72,12,4600,4600,44.195,Amarillo,1,2
3615,12,44.04,20,4600,2400,25.45,Rojo,2,2
3616,9.96,37.6,34,680,410,46.4,Verde,3,2
3617,2,10,10,727,86,55.215,Verde,3,2
3618,3.495,19.41,10,2273,89.5,46.7,Amarillo,1,2
3619,2.585,22.965,13,1500,590,65.45,Rojo,2,2
3620,3.259,21.2415,13,1800,590,72.2,Rojo,2,2
3621,2.385,22.155,11.5,4600,1350,68.6,Amarillo,1,2
3622,2,10,14.5,4891.5,2002,85.1,Amarillo,1,2
3623,4.86,30.09,10,11000,4600,45,Amarillo,1,0
3625,220,577.14,197.5,24000,11000,10,Rojo,2,0
3626,2.725,28.49,48,930,335,59.05,Verde,3,2
3627,53.835,205.755,167.84,24000,11000,47.9,Rojo,2,0
3628,57.335,194.37,184.875,24000,11000,49.25,Rojo,2,0
3629,48,206.625,201.08,24000,2100,54.15,Rojo,2,0
3630,51.335,149.07,145.46,24000,24000,49.3,Rojo,2,1
3631,22,76.71,50,24000,2400,50.7,Rojo,2,0
3632,48,156.36,148.925,24000,11000,53.05,Rojo,2,0
3633,54.5,174.85,163.64,24000,6700,56.5,Rojo,2,0
3634,4.435,44.44,39,11000,2250,60.2,Rojo,2,0
3635,5.3,41.5,29,4600,1500,59,Rojo,2,2
3636,3.33,33.82,27,11000,1500,56.9,Amarillo,1,0
3637,2.75,41.11,24,840,280,58.85,Rojo,2,2
3638,2.95,35.485,19.5,2400,930,63.6,Amarillo,1,2
3639,5.6035,49.6,10,370,235,56,Rojo,2,2
3640,31,198.83,260,24000,11000,29,Rojo,2,0
3641,9.33,45.97,21.5,17500,2400,48.3,Rojo,2,0
3642,9.665,40.573,36,4600,1800,57.5,Rojo,2,2
3643,10,51.93,72.5,24000,1800,49,Rojo,2,0
3644,55,208.64,232,24000,11000,43.5,Rojo,2,0
3645,47.5,177.205,213.55,24000,7800,47.1,Rojo,2,0
3646,2,24.135,10,2100,220,85.35,Amarillo,1,2
3647,2,23.93,10,430,150,81.9,Verde,3,2
3648,6.16,32.475,13.25,24196,24196,75.35,Amarillo,1,1
3649,12.52,78.375,46,11000,2400,83.77,Rojo,2,0
3650,5.84,56,112,2400,460,91.75,Rojo,2,2
3651,3.04,36.43,250,4600,1500,92.4,Amarillo,1,2
3652,2.665,28.945,263.545,2400,930,89.65,Amarillo,1,2
3653,2.225,13.41,45,280,280,65.1,Verde,3,2
3654,2,10,14,1291,171,86.88,Amarillo,1,2
3655,2,14.485,29,1421,75,88.8,Amarillo,1,2
3656,2,10,45.5,1103,68.5,91.735,Amarillo,1,2
3657,2,10,36,2400,2400,65.2,Rojo,2,2
3658,2,10,30,7069.5,2400,66.8,Rojo,2,2
3659,2,10,22,1134,96.5,82.25,Amarillo,1,2
3660,2,10,15.5,1500,110,89,Rojo,2,2
3661,2,36.115,17,930,150,89.95,Verde,3,2
3662,2.43,33.2,145,1500,430,84.7,Amarillo,1,2
3663,2.32,29.61,81.5,1500,565,81.9,Amarillo,1,2
3664,2,25.92,54,930,230,87.8,Verde,3,2
3665,2,29.81,33,2100,1200,89.1,Amarillo,1,2
3666,2,29.2,26,930,210,87.7,Verde,3,2
3667,2,27.89,150.775,1800,430,90.55,Amarillo,1,2
3668,2,24.29,94,2400,1350,86.15,Amarillo,1,2
3669,2,31.67,106,1100,750,84.2,Amarillo,1,2
3670,2,28.545,142,2400,1215,85.55,Amarillo,1,2
3671,2,30.77,98,930,210,85.3,Verde,3,2
3672,2,30.7045,14.5,110,120,58.7,Verde,3,2
3673,21.4,115.29,45,24196,24196,19.9,Rojo,2,1
3674,8.75,38.915,90.5,330,230,102.1,Verde,3,2
3675,10,28.5,114,52.5,52.5,97.5,Verde,3,2
3676,14.36,55.76,30,24000,24000,98.2,Rojo,2,1
3677,7,42.5,23.5,840,590,98.4,Rojo,2,2
3678,11,49.31,33,24000,24000,97.8,Rojo,2,1
3679,9,33,20,4600,4600,99.6,Amarillo,1,2
3680,6.5,32.02,48.165,430,230,101.65,Verde,3,2
3681,13.94,65.145,26,2400,1665,97.7,Rojo,2,2
3682,2.7,42.355,15.835,1065,840,100.3,Rojo,2,2
3683,8.5,74,38.5,2400,1950,101.3,Rojo,2,2
3684,3.045,23.77,14.5,2400,930,97.5,Amarillo,1,2
3685,3.45,23.025,13,4600,1950,93.7,Amarillo,1,2
3686,4.2,48.75,26,2400,2400,102.2,Rojo,2,2
3687,2,14.48,28,3873,262,97.3,Amarillo,1,2
3688,2,17.096,19,6488,624,103.45,Amarillo,1,2
3689,2,18.841,31,3082,265.5,98.9,Amarillo,1,2
3690,2,16.364,22.165,1850,63,103.3,Amarillo,1,2
3691,2,26.18,35.5,17329,5803,99.15,Amarillo,1,0
3692,2,15.255,10,217.5,85.5,112.55,Verde,3,2
3693,2,16,10,2755,145,98.2,Amarillo,1,2
3694,3.21,22.99,14,150,140,76.53,Verde,3,2
3695,3.355,22.08,16,200,110,80.3,Verde,3,2
3696,2,10,10,90,80,104.7,Verde,3,2
3697,2,10,10,2400,930,104.8,Amarillo,1,2
3698,2,10,10,430,270,101,Verde,3,2
3699,2,10,10,230,220,102.25,Verde,3,2
3700,2,10,10,1300,930,102.9,Amarillo,1,2
3701,6.5,33,11,8565.5,2400,42.4,Amarillo,1,2
3702,17,63.383,27.5,24000,4600,53,Rojo,2,0
3703,5.67,34.81,12.5,24000,2444.5,57.1,Amarillo,1,0
3704,2,32.405,10,430,175,72,Verde,3,2
3705,2,14.01,26,3076,79,96.8,Amarillo,1,2
3706,2,10.82,35.5,2909,75,97.5,Amarillo,1,2
3707,2,14.515,10,1866,41,98.1,Amarillo,1,2
3708,2,11.65,10,1164,30.5,115.6,Amarillo,1,2
3709,2,12.4416,10,1331,10,103.4,Amarillo,1,2
3710,2.43,51.07,25,90,40,63.4,Rojo,2,2
3711,2,10,10,1162,30,86.4,Amarillo,1,2
3712,10,173.1,3515.39,24000,11000,62.9,Rojo,2,0
3713,2,10,30.86,2821,315,87.5,Amarillo,1,2
3714,9,39.5,33,2400,2400,86.3,Amarillo,1,2
3715,107,285,105,24000,24000,10,Rojo,2,1
3716,31.715,229.856,61.75,24196,24196,26.1,Rojo,2,1
3717,2,26.045,57.5,1800,345,89.6,Amarillo,1,2
3718,2,25.25,43.5,2100,430,86.25,Amarillo,1,2
3719,2,25.96,61,1215,230,59,Amarillo,1,2
3720,78.915,294.29,146.46,24000,24000,13.1,Rojo,2,1
3721,2,10,10,1500,206.5,86.45,Amarillo,1,2
3722,2,10,10,90,90,102,Verde,3,2
3723,2,10,10,230,43,99.95,Verde,3,2
3724,2.01,21,10,90,90,72.1,Verde,3,2
3725,12.96,38.69,22,4600,4600,46.4,Amarillo,1,2
3726,2,10,10,90,90,100.8,Verde,3,2
3727,2,10,10,190,190,99.4,Verde,3,2
3728,2,10,10,150,90,99.9,Verde,3,2
3729,2,10,15.33,90,40,100.3,Verde,3,2
3730,2,10,24,90,40,100.45,Verde,3,2
3731,2,10,10,2100,127,84.3,Amarillo,1,2
3732,2,11,70,230,91.5,101.2,Verde,3,2
3733,2,13.23,55.67,210,90,102,Verde,3,2
3734,8.53,53.02,72.8125,24196,24196,63.85,Rojo,2,1
3735,2,10,43,335,230,100.7,Verde,3,2
3736,2,17.52,26.3,24196,20762.5,91.95,Amarillo,1,0
3737,5.54,32.9616,98,24196,24196,51.15,Rojo,2,1
3738,2,16.26,24.67,11199,166,98.1,Amarillo,1,0
3739,2,10,60.335,1500,31,78.8,Rojo,2,2
3740,2,24.65,90,930,210,60.3,Verde,3,2
3741,9,30.8,69,24000,11000,98.55,Amarillo,1,0
3742,2.68,14.1,40.5,335,230,99.9,Verde,3,2
3743,5.92,21,68,24000,11000,99.2,Amarillo,1,0
3744,8.4,24.61,70.5,24000,24000,98.3,Amarillo,1,1
3745,3.54,14.885,111,430,430,101.2,Verde,3,2
3746,7.43,25.055,97,4600,2400,99.1,Amarillo,1,2
3747,2,13,65.75,445,330,103.8,Verde,3,2
3748,2,12.545,29,430,430,99.9,Verde,3,2
3749,8.5,25,25.5,2400,2400,89.2,Amarillo,1,2
3750,4.3,18,64.35,930,930,101.7,Amarillo,1,2
3751,5.36,24.83,49,930,930,100,Amarillo,1,2
3752,2.4,16.97,58.5,930,430,100,Verde,3,2
3753,4.06,22,73,2100,930,102.4,Amarillo,1,2
3754,4.55,17.6,51,2400,930,100.9,Amarillo,1,2
3755,2,10,10,930,150,109.1,Verde,3,2
3756,2,10.24,16,2195,128,83.3,Amarillo,1,2
3757,2,14.89,20,2909,144,87.3,Amarillo,1,2
3758,2,13.57,30,2778.5,219.5,85.6,Amarillo,1,2
3759,2,15.6,42,2400,214.5,86.7,Amarillo,1,2
3760,2.1,11.47,60,210,15,86.1,Verde,3,2
3761,2,12.145,34,2400,187,86.5,Amarillo,1,2
3762,2,11.83,42,2400,150,85.8,Amarillo,1,2
3763,2.25,14.475,24,1500,15,77.55,Amarillo,1,2
3764,2,36.98,10,930,210,64.7,Verde,3,2
3765,5.875,57.97,52.315,24196,24196,70.23,Rojo,2,1
3766,8.83,60.98,38,24196,24196,81.95,Rojo,2,1
3767,9.2,62.6,18,24196,9450,110.4,Rojo,2,0
3768,2,10,10,505,35.5,87.75,Verde,3,2
3769,4.64,33.18,17.5,24000,2100,58.6,Rojo,2,0
3770,2,23.635,10,1661,10,105.45,Amarillo,1,2
3772,2,12.035,12.835,93,90,105.5,Verde,3,2
3773,3.59,25.42,68.5,2164.5,118.5,76.1,Amarillo,1,2
3774,122.5,405.5,109,24000,24000,10,Rojo,2,1
3775,22,69,33.5,1750,750,49.1,Rojo,2,2
3777,19.72,73.85,33.25,11000,4250,41.15,Rojo,2,0
3778,5.04,31.68,24,2400,2400,71.22,Amarillo,1,2
3779,2.74,146.03,35.29,2809,389,88.65,Rojo,2,2
3780,2,10,12.75,1611.5,41,90.3762,Amarillo,1,2
3781,2,10,13.2,2613,199,87.75,Amarillo,1,2
3782,2,15.41,10,2053.5,63,106.75,Amarillo,1,2
3783,2,15.96,10,1545,30,103.75,Amarillo,1,2
3784,43.45,190.015,35,241960,241960,25.7,Rojo,2,1
3785,10.65,61.97,32.75,13363,2400,54.2,Rojo,2,0
3786,2,15.12,10,4766,177.5,97.9,Amarillo,1,2
3787,2,16.64,63,7380,30,95.8,Amarillo,1,2
3788,3.06,13.66,13,327,41,95.1,Verde,3,2
3791,6.99,111.71,36,987,52,73.51,Rojo,2,2
3792,2,23.88,41,2424,72,59.8,Amarillo,1,2
3793,2,20.155,41.43,3076,85,71.55,Amarillo,1,2
3794,2,21.196,37,3268.5,160.5,96.8,Amarillo,1,2
3795,2,25.17,13.5,2613,209,86.1,Amarillo,1,2
3796,2,25.404,23,4310,269,88.7,Amarillo,1,2
3797,2.83,25.08,33,3044,134,94.8,Amarillo,1,2
3798,2,30.264,31,4884,262,92.7,Amarillo,1,2
3799,2,23,113,5172,275,95.03,Amarillo,1,2
3800,2,12.96,10,140.5,10,77.4,Verde,3,2
3801,2,12.98,11.5,216,20,87.4,Verde,3,2
3802,2,11.88,10,291,63,82.4,Verde,3,2
3803,65.77,199.42,49.285,24196,24196,12,Rojo,2,1
3804,28.87,201.33,48.75,24196,24196,25.4,Rojo,2,1
3805,40.98,293.05,80,24196,24196,12,Rojo,2,1
3806,17.28,69.07,22,24196,1250,72.3,Rojo,2,0
3807,2,10,10,2100,121,92.1,Amarillo,1,2
3808,18,78.376,22.5,24196,24196,69.3,Rojo,2,1
3809,5.87,23.37,64,5475,520,62.1,Amarillo,1,2
3810,11.06,63.44,94,24196,1793,67.5,Rojo,2,0
3811,15,66.63,23,24196,24196,42.95,Rojo,2,1
3812,2,19.15,10,6867,426,96.15,Amarillo,1,2
3813,2,10,10,1100,51,73.7,Amarillo,1,2
3814,2.52,13.33,19,260,235,70.75,Verde,3,2
3815,2.7,11.805,20,200,175,64.43,Verde,3,2
3816,2.22,12.9,18,430,280,70.305,Verde,3,2
3817,2,14.45,20,445,430,75.27,Verde,3,2
3818,3.3,19.87,24,930,930,69.1,Amarillo,1,2
3819,4.26,23.32,30,2400,2400,62.05,Rojo,2,2
3820,2.25,20.5,19,140,140,75.5,Verde,3,2
3821,2.535,15.965,20,40,40,64.52,Verde,3,2
3822,2.985,14.83,20,55,55,69.455,Verde,3,2
3823,3.06,13.785,32,55,55,71.25,Verde,3,2
3824,2.75,16.8,10,1100,460,101.9,Amarillo,1,2
3825,2,23.995,163.54,2250,930,88.85,Amarillo,1,2
3826,2,10,10,230,230,103.4,Verde,3,2
3827,2,30.915,152.5,4600,1950,89.35,Amarillo,1,2
3828,2,33.035,131,2400,1350,89.15,Amarillo,1,2
3829,2,10,10,230,230,103,Verde,3,2
3830,3,23.52,10,4236.5,173.5,41.55,Amarillo,1,2
3831,2.45,29.895,10,1500,36,75.65,Amarillo,1,2
3832,300,881.715,232.5,241960,680930,10,Rojo,2,1
3833,2,10,10,1598.5,85.5,100.85,Amarillo,1,2
3834,2,13.4324,10,1565,201,105.4,Amarillo,1,2
3835,4.595,34.905,26.85,9506,2768.5,101.6,Amarillo,1,0
3836,18.1,76.15,81.1,24196,24196,65,Rojo,2,1
3837,7.6,53.3,63,24196,24196,28.8,Rojo,2,1
3838,17.2,82.215,86,24196,24196,83.45,Rojo,2,1
3839,5.85,46.745,59.5,24196,24196,76.5,Rojo,2,1
3840,8.77,63.5,60,24196,24196,26.65,Rojo,2,1
3841,14.15,69.035,74.75,24196,24196,67.1,Rojo,2,1
3842,4.72,43.45,82,24196,323,52,Rojo,2,0
3843,39.89,138.845,56,24196,24196,71,Rojo,2,1
3844,22.285,86.15,65.5,24196,24196,80.65,Rojo,2,1
3845,8.3,50.03,14,24196,24196,39.1,Rojo,2,1
3846,10.53,53.5,27.75,24196,24196,87.5,Rojo,2,1
3847,6.4,50.38,61.32,24196,24196,35.55,Rojo,2,1
3848,2,19.29,22.2,2352.5,46,101.6,Amarillo,1,2
3849,2,16.7,14.25,2072,31,101.35,Amarillo,1,2
3850,2,15.24,19.5,2915.5,213.5,88.05,Amarillo,1,2
