id,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,SEMAFORO,NUM_SEMAFORO,GROUP
0,2,15.385,11.835,41.5,30,100.4,Verde,3,2
1,6.035,31.9928,33.125,3803.5,219.5,96.55,Amarillo,1,2
6,2.84,21.32,10,1722,62,98.2,Amarillo,1,2
7,5.765,22.99,18,4600,4600,53.5,Amarillo,1,2
8,9.625,43.585,28,24000,24000,34.975,Rojo,2,1
9,15.3,52.9,28,11000,17500,48.95,Rojo,2,0
10,3.09,19.97,12,40,40,73.73,Verde,3,2
11,2,10,10,1499,384,89.35,Amarillo,1,2
12,2,10,10,283.5,206,78.8,Verde,3,2
13,5.58,39.92,14.175,5172,925,52.8,Amarillo,1,2
14,4.92,23.14,20,430,116.5,74.98,Verde,3,2
15,5.19,23.86,16,155,91.5,75.4,Verde,3,2
16,11,47,18,11000,4600,79.8,Rojo,2,0
17,2,15.23,10,1903,110,93.5,Amarillo,1,2
18,2,16.99,17.75,4269,377.5,92.25,Amarillo,1,2
19,37.95,109.62,32.9,24196,24196,13.5,Rojo,2,1
21,2,10,10,3,3,76.05,Verde,3,2
22,81,160.375,65,14300,925,21,Rojo,2,0
23,2550.96,7632,2265,19675,815,10,Rojo,2,0
24,76.67,201.5,150,24000,11000,15,Rojo,2,0
25,5,47.31,16,24000,1800,29.55,Rojo,2,0
26,583,1659,822.5,2419600,2419600,10,Rojo,2,1
27,31.11,99.525,21.5,24000,11000,10,Rojo,2,0
28,221,499.075,115,241960,191800,10,Rojo,2,1
29,18,67.33,13,24000,4600,10,Rojo,2,0
30,43.5,159.125,39.5,24000,11000,33.6,Rojo,2,0
31,10,44,10,430,320,62.45,Rojo,2,2
32,154,364,130,24000,24000,14.45,Rojo,2,1
36,2,18.31,10,1550,120,102.6,Amarillo,1,2
37,2,10,11.5,2400,97,74.3,Amarillo,1,2
41,2,10,10,90,90,105.75,Verde,3,2
42,16.9,71.06,70,24196,24196,39.1,Rojo,2,1
43,12.6,55.82,74.12,11199,3076,66.43,Rojo,2,0
44,2.28,17.13,14,535,430,78.8,Verde,3,2
45,2.7,15.87,20,430,430,75.8,Verde,3,2
46,3.315,27.49,32,280,280,79.3,Verde,3,2
47,2,10,10,3,3,90.8,Verde,3,2
48,2,10,10,501.5,3,86.45,Verde,3,2
49,2,10,10,1515,210,82.61,Amarillo,1,2
51,2.26,18.91,10,1631,140,64.7,Amarillo,1,2
52,5.78,33.04,66,5475,504,67.5,Amarillo,1,2
53,2.71,16.79,24,1500,1500,65,Amarillo,1,2
54,2,14.21,22.165,10830.5,185,99.55,Amarillo,1,0
55,2,10,14,40,40,102.55,Verde,3,2
56,7.685,48.105,30,24000,3350,49.1,Rojo,2,0
57,56,184.24,197.94,24000,11000,16.95,Rojo,2,0
58,14.55,54.45,60,24196,11199,37.25,Rojo,2,0
59,22.5,91.88,38,930,430,80.25,Rojo,2,2
60,4.805,23.38,10,4600,2400,100.2,Amarillo,1,2
62,2.79,18.7,60,2440.5,46.5,89.04,Amarillo,1,2
63,2,10,10,230,90,100.4,Verde,3,2
64,63.33,209.59,176.825,24000,11000,10,Rojo,2,0
65,2,10,10,93,90,101.7,Verde,3,2
66,2,10,10,2909,144,102,Amarillo,1,2
67,2,22.145,28.5,3351.5,224,77.95,Amarillo,1,2
68,9.7,36.03,45,24196,52,32.1,Amarillo,1,0
69,2.43,16.875,14,220,210,53.2,Verde,3,2
70,4.06,29.1,19,24196,7326,99.21,Amarillo,1,0
71,3.015,15.97,20,240,240,71.19,Verde,3,2
72,2.47,22.26,24,2250,2250,66.3,Amarillo,1,2
73,2,10,25.835,930,430,100.8,Verde,3,2
74,16.5,61,43.5,11000,4600,26.85,Rojo,2,0
75,2.91,24.37,13.5,7800,2400,56.2,Amarillo,1,2
76,30.67,89.5,68.75,24196,24196,39.6,Rojo,2,1
77,22.21,50.82,36,24000,24000,36.05,Rojo,2,1
78,6.36,24.98,11,11000,4600,104.2,Amarillo,1,0
79,28,82,56,24000,24000,19.75,Rojo,2,1
80,2,10,22,750,189,82.7,Verde,3,2
81,2.94,20.4,10,70,70,69.37,Verde,3,2
82,2,10,10,90,40,101.3,Verde,3,2
83,2,10,10,2286,512,102.2,Amarillo,1,2
84,4.35,16.395,71,930,680,100.35,Verde,3,2
85,5.1,35.62,21.5,17329,8164,77.65,Amarillo,1,0
86,2,15.12,10,13566.5,1000.5,92.1,Amarillo,1,0
87,21.5,57,64,4600,2250,36.7,Rojo,2,2
88,64.51,237.8,40,235900,148300,10,Rojo,2,1
89,3.24,20.685,26,1200,1015,63.63,Amarillo,1,2
90,2.91,21,19.5,640,695,71.445,Verde,3,2
92,2.81,20.83,16,24196,9200,106.55,Amarillo,1,0
93,20.835,99.585,58.37,24000,24000,39.6,Rojo,2,1
94,2,15.05,40.67,1860,31,100.1,Amarillo,1,2
95,5.35,21.205,16,1500,1500,63.95,Rojo,2,2
96,4.96,27.26,20,24196,24196,72.1,Amarillo,1,1
97,8.67,42.55,10,3,3,46,Rojo,2,2
100,5.15,30.86,10,24000,2419,52.3,Rojo,2,0
101,17.8,82.58,16,24000,24000,24.9,Rojo,2,1
102,2,10,12,7270,1986,86.65,Amarillo,1,2
103,13.415,62.565,102,24000,7800,45,Rojo,2,0
104,160,400.35,202.145,24000,11000,10,Rojo,2,0
105,2.995,36.56,65,11000,443,97,Amarillo,1,0
106,76.67,241,161.25,24000,4600,10,Rojo,2,0
107,64.665,226.13,192,24000,11000,23.05,Rojo,2,0
108,7.69,34.62,35.5,24000,2400,56.3,Amarillo,1,0
109,570,1174.75,159.325,24000,11000,10,Rojo,2,0
110,30,132.04,17.5,24000,4600,10,Rojo,2,0
111,38.22,164.765,79.625,24000,11000,15.45,Rojo,2,0
112,16.585,84,37.12,24000,11000,24.1,Rojo,2,0
113,2,14.995,10.75,11616,1281,88.05,Amarillo,1,0
114,60,171.355,210,24000,11000,31.8,Rojo,2,0
115,64,178.56,54,24000,2400,11.95,Rojo,2,0
116,2,10,10,91.5,63.5,99.55,Verde,3,2
118,6.6,37.08,18,24000,11000,86.4,Amarillo,1,0
119,2.7,24.87,22,24000,1500,90,Amarillo,1,0
120,5.6,36,13,24000,11000,86,Amarillo,1,0
123,2.955,19.72,15,255,220,70.75,Verde,3,2
124,2.6,31.365,89.66,1427,20,90.35,Amarillo,1,2
125,3.66,17.96,62,11000,430,56.1,Amarillo,1,0
126,2,33.1042,10,15531,1789,61.03,Rojo,2,0
127,2,34.24565,10,12667.5,446,65.2,Amarillo,1,0
129,2,23.112,10,5794,905,69.08,Amarillo,1,2
134,2,10.9,10,1019,3,95.2,Amarillo,1,2
138,2,10,10,2116.5,134.5,84.5,Amarillo,1,2
139,11.5,54,40,4600,4600,84.65,Rojo,2,2
145,2,16.72,12.5,11000,280,91.3,Amarillo,1,0
148,18.095,83,32,24000,11000,94,Rojo,2,0
149,17.2,72.43,34,24000,24000,85.6,Rojo,2,1
150,18.58,96.85,58,1950,240,122.5,Rojo,2,2
151,6.45,34.71,58,210,3,70.73,Verde,3,2
152,10.8,41,22,24000,24000,80.45,Rojo,2,1
153,550.5,995.5,380,24000,24000,19.8,Rojo,2,1
154,18,53.5,40,24000,24000,16.6,Rojo,2,1
155,24,94.095,12,24000,11000,30.8,Rojo,2,0
157,2,10,10,24000,24000,71.8,Amarillo,1,1
158,2,10,10,24000,6700,72,Amarillo,1,0
161,2,11.105,10,5794,199,94.65,Amarillo,1,2
162,3.305,34.255,29,2323.5,1440,72.015,Rojo,2,2
163,4.2,30.805,10,3500,930,54.25,Amarillo,1,2
164,110,251.33,85.28,24000,14164.5,10,Rojo,2,0
165,23.015,94.64,26.8,24000,11000,11.05,Rojo,2,0
166,5.65,14.67,10,16702,13887,45.2,Amarillo,1,0
167,12.855,61,12,24000,11000,103.45,Rojo,2,0
168,2,12.04,10,1274,132,101.1,Amarillo,1,2
170,2,32.405,10,2400,430,61.75,Amarillo,1,2
171,2.54,20.144,10,8866,1398.5,107.35,Amarillo,1,2
172,16.77,89,30,4600,2400,68.4,Rojo,2,2
173,19.9,81.945,37,24196,24196,28.7,Rojo,2,1
174,23.57,75.9,46,24196,24196,37.5,Rojo,2,1
175,23.87,162.15,50,24196,24196,28.3,Rojo,2,1
178,91.25,254.123,90,241960,241960,10,Rojo,2,1
179,16.1665,60.0075,32,11000,13200,26,Rojo,2,0
180,54.55,160.605,43.515,24000,17500,15.6,Rojo,2,0
181,3.95,19.675,17.25,5028,324.5,67.1,Amarillo,1,2
186,36.67,123.67,23,24000,11000,10,Rojo,2,0
187,25.4,63.995,31.75,24196,24196,59.3,Rojo,2,1
188,2,10,10,3873,1043,60.7,Amarillo,1,2
189,2,25.02,18,11000,572.5,73.6,Rojo,2,0
191,116.2,286.36,95.5,24196,24196,26,Rojo,2,1
193,5.6,59.06,30,24000,15531,34.1,Rojo,2,0
194,60.01,162.82,58,24000,24000,37.4,Rojo,2,1
195,14.4,63.595,10,24000,11000,12.8,Rojo,2,0
196,3.66,42.84,11,4600,1500,31.05,Rojo,2,2
197,2,25.885,19.5,2400,580,61,Amarillo,1,2
200,211.75,359.17,29.23,241960,241960,24.85,Rojo,2,1
201,22.2,166.91,27,241960,172300,26.65,Rojo,2,1
202,2,10,10,209,80.5,96.2,Verde,3,2
203,143.335,507.03,94.44,24000,24000,22.4,Rojo,2,1
204,5,25.57,11,11000,4600,94.1,Amarillo,1,0
205,53.33,126.96,58,24000,4600,47,Rojo,2,0
206,28,94.29,46.67,24000,11000,49.5,Rojo,2,0
208,76.67,287.37,220.02,24000,24000,27.5,Rojo,2,1
209,91.115,236.95,83,24000,7800,10,Rojo,2,0
211,5.9,24.59,11,7270,2100,60.4,Rojo,2,2
212,2,10,10,4236.5,1147,73.75,Amarillo,1,2
213,2,13.015,10,855,233,87.8,Verde,3,2
214,3.538,61.27,25,11000,2400,30.7,Rojo,2,0
215,4.025,63.253,17,11000,2100,33.7,Rojo,2,0
216,11,66.21,20,24196,24196,80.2,Rojo,2,1
218,12.9,45.93,28,24000,24000,69.7,Rojo,2,1
219,88.335,291.035,53.94,24000,24000,10,Rojo,2,1
221,20.72,66,28.3,24000,24000,55.1,Rojo,2,1
222,15.2,29.28,72,2100,750,62,Amarillo,1,2
223,14.7,30.49,40,24000,24000,67.4,Amarillo,1,1
224,2,23.33,21,2400,70,101.2,Amarillo,1,2
225,2,19.968,10,24196,3654,74,Amarillo,1,0
226,73.33,163.37,41.25,24000,11000,10,Rojo,2,0
227,26.67,87.885,20,24000,11000,10,Rojo,2,0
228,4.95,28.22,20,4600,2400,56.4,Rojo,2,2
229,170.52,418,190,24000,24000,72.05,Rojo,2,1
230,14,99.57,12,4600,200,15.6,Rojo,2,2
231,2,12.235,10.67,2755,110,102.4,Amarillo,1,2
233,11.5,47.5,65,24000,24000,38.05,Rojo,2,1
234,9.5,54.5,83.5,24000,17500,56.6,Rojo,2,0
235,36.5,72.5,34,24000,24000,33,Rojo,2,1
236,2,10.94,10,1789,57.5,77.3,Amarillo,1,2
237,2,17.46,10.5,1178,41,89.8,Amarillo,1,2
238,2,16.88,21,19863,1789,97.275,Amarillo,1,0
239,3.175,28.58,19.5,3754.5,1350,71,Rojo,2,2
240,66.665,158.035,58,24000,4600,39.2,Rojo,2,0
241,156.665,419.15,108.93,24000,24000,10,Rojo,2,1
242,13,92.86,30,24000,4600,43.8,Rojo,2,0
243,58,139.59,45.375,24000,2400,12,Rojo,2,0
244,2,10,11,2756,307,88.2,Amarillo,1,2
245,2,10,13,2400,229,87.8,Amarillo,1,2
251,32.405,126.58,82,24000,24000,24.5,Rojo,2,1
252,2,10,10,2400,148,91.3,Amarillo,1,2
253,2,19.39,10,1539,85,102.7,Amarillo,1,2
254,2,27.685,10,24000,2100,60.3,Amarillo,1,0
257,93.33,254.22,172,24000,4600,29.2,Rojo,2,0
258,61.11,210.84,154.64,24000,11000,33.1,Rojo,2,0
259,14.9,62.18,13,24000,11000,36.95,Rojo,2,0
260,15,46,18,430,230,75.8,Rojo,2,2
261,2,17.04,10,24196,9407,97.8,Amarillo,1,0
262,2,14.35,10,9804,2613,96.9,Amarillo,1,0
263,2,10,10,2400,504,92.55,Amarillo,1,2
264,2,10,10,11000,2400,89.85,Amarillo,1,0
265,10.14,45,76,930,430,97.9,Rojo,2,2
266,14.7,55.91,17.5,24196,24196,10.5,Rojo,2,1
267,2,23.52,20,3873,395,76.6,Amarillo,1,2
268,57.8,149.84,28,24000,43,41.3,Rojo,2,0
269,29.2,80.52,153.25,7800,2250,54.2,Rojo,2,2
270,31,84.035,150.965,24000,2100,55.25,Rojo,2,0
271,2,11.31,10,691,84,89.55,Verde,3,2
337,2,10,18,1800,139.5,81.1,Amarillo,1,2
341,2,17.72,10,2485,97.5,101.6,Amarillo,1,2
343,2,14.86,10,1658,31,34.6,Amarillo,1,2
344,2,10,10,1450,114.5,78.1,Rojo,2,2
348,2,28.571,13,1200,930,59.3,Amarillo,1,2
350,2,15.275,48,1793,58,100.05,Rojo,2,2
363,2,506.265,41,76.5,294.5,92.23,Rojo,2,2
368,33.6,94.64,60,24000,24000,56.8,Rojo,2,1
369,11.04,31.94,28,24000,24000,27.2,Amarillo,1,1
370,8.5,43.04,16,24000,210,75.3,Rojo,2,0
371,250,525.975,155,24000,11000,10,Rojo,2,0
372,26,68.65,83.205,24000,2400,48.45,Rojo,2,0
373,2,10,10,1539,187,94.8,Amarillo,1,2
374,4.73,23.885,25,24000,17329,61.6,Amarillo,1,0
375,7.65,41.78,41,24000,5507.5,64.7,Rojo,2,0
376,19.2,115.04,53.75,24000,2400,51.7,Rojo,2,0
377,180,466.03,74.485,24000,11000,10,Rojo,2,0
378,360,889.24,181.48,24000,24000,10,Rojo,2,1
379,14.85,56.625,20,24000,24000,59.2,Rojo,2,1
380,2,10,10,1723,161,79.2,Amarillo,1,2
384,88.5,243.555,40,24000,700,24.3,Rojo,2,0
385,13.8,90.56,115,8994,192.5,61.45,Rojo,2,2
386,6.915,66.94,113.57,7515.5,227,69,Rojo,2,2
390,2,34.055,52,10,244.5,54.67,Verde,3,2
391,2,10,10,459,10,93.425,Verde,3,2
392,2,12.6,10,173,3,91.4,Verde,3,2
413,15.02,72.14,20,280,280,61.9,Rojo,2,2
414,6.57,35.68,12,640,640,55.05,Verde,3,2
416,27.5,100.55,23.5,24000,4600,25,Rojo,2,0
424,2,13.72,10,90,90,65.5,Verde,3,2
428,2,18,10,2250,460,103.4,Amarillo,1,2
431,6.96,48.595,71.8,24196,3763.5,79.6,Rojo,2,0
432,2,22.34,13,4600,930,54.8,Amarillo,1,2
433,16.67,123.185,34.5,24000,4600,49,Rojo,2,0
435,7.83,583.5,46.725,3,3,82.3,Rojo,2,2
436,2.22,14,28.7,40,15,92.8,Verde,3,2
437,3.415,26.39,70,2100,46.5,77.8,Rojo,2,2
438,3.635,18.985,31,1638,90,77.465,Amarillo,1,2
441,5,38,10,19,6.5,99.1,Verde,3,2
442,7,38,10,40,19.5,104.13,Verde,3,2
445,2,49.064,19.5,1750,1200,51.1,Rojo,2,2
446,23.845,111.46,124.66,4600,243,78.6,Rojo,2,2
448,14.82,80.32,30,24196,10462,98.05,Rojo,2,0
449,4.63,16.67,10,1500,1500,65.9,Amarillo,1,2
450,2,10,35,1785,675.5,67.66,Amarillo,1,2
451,3.8,10,36,583,147,80.6,Verde,3,2
452,4.61,20.75,45.915,2400,30.5,82.7,Amarillo,1,2
453,6,37,10,230,90,77.8,Rojo,2,2
454,8.7,71.23,25,11000,430,59.55,Rojo,2,0
455,4.45,25,11.5,26.5,23,102.2,Verde,3,2
456,2,20.01,21.055,858,30.5,101.55,Verde,3,2
457,62.335,232,118,24000,24000,19.7,Rojo,2,1
458,2,17.288,10,1686.5,68.5,96,Amarillo,1,2
459,75.6,263.38,80,24000,24000,18.9,Rojo,2,1
460,80.855,227.11,88,24000,24000,26.5,Rojo,2,1
461,59.565,220.13,80,24000,24000,26.795,Rojo,2,1
462,2.32,23.52,38.335,2497.5,74,95.7,Amarillo,1,2
463,2,15.91,13,21965,230,90.35,Amarillo,1,0
464,2,10,30,150,43,90.9,Verde,3,2
465,2.05,14,27,15,3,93.6,Verde,3,2
467,169,453,88,24000,24000,10,Rojo,2,1
468,8,34,20.5,4600,2250,90.95,Amarillo,1,2
470,9.53,50.153,26,24196,24196,71,Rojo,2,1
471,2.29,20.16,10,210,150,54.95,Verde,3,2
475,3.54,20.63,10,9,9,63.615,Verde,3,2
476,3,19.49,10,230,210,60.19,Verde,3,2
478,3.015,17.75,21,2400,2400,68.1,Amarillo,1,2
479,2,10,10,150,120,100.3,Verde,3,2
480,9.25,47.36,28,24000,3350,42.8,Rojo,2,0
481,2,18.4,17.05,3101.5,376,88.55,Amarillo,1,2
482,2.15,27.86,18,4600,2100,61,Amarillo,1,2
488,2.61,27.5,15,11000,2100,65.4,Amarillo,1,0
489,64.5,165.675,47,430,30,68.89,Rojo,2,2
490,24,81,20,24000,4600,10,Rojo,2,0
491,2.43,34.64,11,2400,1500,54.6,Amarillo,1,2
492,3.1,32.731,11,2400,750,54,Amarillo,1,2
493,2,14.95,10,10203.5,833.5,66.9,Amarillo,1,0
494,2,26.37,10,24000,4600,64.8,Amarillo,1,0
495,2,10,10,2915.5,613,93.1,Amarillo,1,2
498,2,14.8,14,5273.5,2400,71.1,Rojo,2,2
499,2.0715,23.115,10,2400,930,58.2,Amarillo,1,2
505,6.07,46.60705,67.5,24196,410,77.8,Rojo,2,0
506,19,62,76,24000,7800,24,Rojo,2,0
507,26.5,68.5,60.5,24000,24000,10.05,Rojo,2,1
508,8.155,37.355,12,70,70,51.8,Verde,3,2
509,100.21,244.905,60,24000,24000,14.2,Rojo,2,1
514,411.665,927.25,300.95,24000,11000,10,Rojo,2,0
515,199.44,726.24,200,24196,24196,28.7,Rojo,2,1
516,43,104.275,17,2400,625,12,Rojo,2,2
517,6.49,53.57,69.09,24196,1599.5,87.35,Rojo,2,0
518,9.98,69.02,120,24196,1931,85.8,Rojo,2,0
520,2,23.89,16,2400,930,61.5,Amarillo,1,2
521,2,13.74,20,4600,185,94.5,Amarillo,1,2
522,3.2,18.32,26,24000,430,82.4,Amarillo,1,0
523,2,10,13.5,4132.5,114.5,101.6,Amarillo,1,2
524,2,10,10,430,230,106.65,Verde,3,2
526,190.04,453.91,104,24000,24000,12.05,Rojo,2,1
528,2,10,12,40,40,105.3,Verde,3,2
529,9.99,49.39,48,2400,2400,68.1,Rojo,2,2
530,3.03,13.66,35,930,695,73.75,Verde,3,2
531,4.795,21.5,86.5,2400,2400,98.65,Amarillo,1,2
535,2,10,10,2400,222,70.2,Amarillo,1,2
536,2,10,10,1663.5,74.5,71,Amarillo,1,2
537,2,10,10,1800,215,88.9,Amarillo,1,2
538,2,10,10,4600,980,87.05,Amarillo,1,2
539,2,10,10,3179,1393.5,86.5,Amarillo,1,2
540,2.91,17.875,31,930,930,65.44,Amarillo,1,2
541,2,10,10,2359,301,94.8,Amarillo,1,2
542,2,17.03,13,11998.5,2400,77.8,Amarillo,1,0
543,83.1,608.545,88,3,3,61.3,Rojo,2,2
544,3.8,15.97,16,1500,1500,64.08,Amarillo,1,2
547,2,45.715,15,930,430,69,Rojo,2,2
548,24,86.265,17,24000,10462,10,Rojo,2,0
549,2,25.09,17,4600,2100,60,Amarillo,1,2
550,8,39.3,10,40,40,96.9,Verde,3,2
552,7.905,52.81,144.92,24196,865,91.7,Rojo,2,0
553,2.11,40.18,116.96,24196,131,113.2,Rojo,2,0
554,2,27.23,26.5,4600,1500,58,Amarillo,1,2
555,26.46,127.13,72,24000,24000,65,Rojo,2,1
556,49.1,133.81,72.225,24000,11000,39,Rojo,2,0
557,26,84.285,30.5,24000,4600,28,Rojo,2,0
559,83.33,201.595,79.215,24000,17500,19.8,Rojo,2,0
562,6.17,77.88,37,432,3,56.3,Rojo,2,2
563,473.335,1390.4,475,24000,7800,10,Rojo,2,0
564,7.25,28.89,17,1515,413,77.2,Amarillo,1,2
565,2,24.81,10,1500,430,73.6,Amarillo,1,2
568,7.295,18.13,12.19,9234,1151.5,108.65,Amarillo,1,0
569,2,11.57,13.25,5962.5,683.5,85,Amarillo,1,2
570,4.8,22.9,12,24196,24196,81.4,Amarillo,1,1
571,2.5,17.965,10,4,3,84.925,Verde,3,2
574,4.02,23.02,10,8997,3609,84.5,Amarillo,1,0
575,16.5,56.5,75.5,4600,2400,59.85,Rojo,2,2
581,2,32.14,112,1200,390,66,Amarillo,1,2
588,2.38,12.48,15,4884,211,87.34,Amarillo,1,2
589,2,27.6,10,2100,930,68.1,Amarillo,1,2
590,2,27.545,10,2400,460,62.3,Amarillo,1,2
592,2,17.3096,10,1223,441,104.8,Amarillo,1,2
598,29,140,48.5,11000,4600,49,Rojo,2,0
599,10,47,21,2400,2100,75.9,Rojo,2,2
600,2.16,15.38,10,3,3,62.2,Verde,3,2
601,2.11,41.41,20,2400,930,67.53,Rojo,2,2
602,5.166,44.38,11,11000,2400,48.85,Rojo,2,0
603,3.22,15.935,12,90,90,67.78,Verde,3,2
604,28.15,105.02,18.445,24196,24196,14.75,Rojo,2,1
615,10.67,89.38,43,24000,4600,52.9,Rojo,2,0
621,113.86,236.47,91.6667,24196,241960,10,Rojo,2,1
622,2,22.05,86,24196,3180,84,Amarillo,1,0
623,2.4,24.01,44.335,19863,3683,96.4,Amarillo,1,0
624,2,19.825,200,58138,10117,93.7,Amarillo,1,1
625,18.33,142.07,56,20.75,20.75,85,Rojo,2,2
626,2,21.845,38.39,5980.5,585.5,95.55,Amarillo,1,2
627,2,13.592,23.965,1840.5,31,91.95,Amarillo,1,2
628,11.35,55.56,24,2489,122,96.5,Rojo,2,2
629,2,10,10,6488,156,96.53,Amarillo,1,2
630,2,16.3296,11,9139,279,99.7,Amarillo,1,2
631,2,14.855,15.25,3654,147,97.95,Amarillo,1,2
633,2,25.73,34.67,6131,156,102.4,Amarillo,1,2
634,407,767.84,230,241960,241960,10,Rojo,2,1
635,145.475,580.4,162.5,241960,241960,10,Rojo,2,1
636,3.765,49.31,15.665,3500,2400,97.2,Rojo,2,2
637,5.91,39,10,90,40,82.55,Verde,3,2
638,2,10,10,3,3,72.4,Verde,3,2
642,11.81,67.755,39.23,23,7,87.6,Rojo,2,2
644,2.67,32.11,171,61,930,62.67,Amarillo,1,2
645,2,21.012,42.5,16375.5,533,92.9,Rojo,2,0
646,2,37.44,22,2400,24000,63.5,Rojo,2,2
648,2,19.23,10,749,3,116.2,Verde,3,2
649,2,22.896,15.5,24196,1267,94.3,Rojo,2,0
655,2,21.82,45,24196,6131,81.15,Rojo,2,0
656,2,31.94,22,3,210,81.7,Verde,3,2
657,2.7,25.415,68,230,160,88.95,Verde,3,2
658,2,22.622,36,2100,117,94.8,Rojo,2,2
660,5.02,44.7222,23,6131,144,74.9,Rojo,2,2
661,2,14.36,19,4886,1115,96.3,Amarillo,1,2
662,2,32.14,28,1500,840,58.15,Amarillo,1,2
663,3,50.03,18.8,1317,75,89.5,Rojo,2,2
664,6.625,25.86,44,930,930,69.5,Amarillo,1,2
668,8.28,40.17,33,80,220,46.8,Rojo,2,2
676,2,36.464,17,2400,680,58.9,Amarillo,1,2
677,2,24.6,49.75,15161.5,4360,67.8,Amarillo,1,0
679,2,16.37,30.76,644,3361.5,87.4,Amarillo,1,2
681,7.24,48.38,47.5,537,8.25,55.3,Rojo,2,2
683,2,20.064,10,4605.5,52,93.1,Amarillo,1,2
685,2.2,57.03,31,1199,1500,81.7,Rojo,2,2
687,2,27.942,40,15531,860,86.6,Amarillo,1,0
688,2,35.67,25.6,9804,171.5,77.2,Amarillo,1,0
689,2,13.445,31,504,66.5,80.5,Rojo,2,2
690,4.29,26.83,26,220,1265,76.9,Amarillo,1,2
691,2,15.415,10,56.5,40,61.1,Amarillo,1,2
692,13.34,39.2,22,3,150,36.8,Verde,3,2
693,2,32.4245,48,585,110,58.5,Verde,3,2
694,2,16.46,53,43,23,122.05,Verde,3,2
695,2,36.15,17,750,430,62.3,Rojo,2,2
696,2,13.794,42.6667,11199,330,94.5,Amarillo,1,0
697,2,12.26,25,7270,166,93.7,Rojo,2,2
700,2,16.11,30,3410,178.5,90.6,Amarillo,1,2
701,8.85,51.89,119.585,1935,101,98.4,Rojo,2,2
704,2,10,10,5686,226.5,93.4,Amarillo,1,2
705,2,42.179,191.485,2400,2400,82.9,Rojo,2,2
706,3.82,42.5,28,930,1500,79.8,Rojo,2,2
707,2,36.0215,10,930,330,40.4,Amarillo,1,2
708,2,30.19,16,1200,255,62.5,Amarillo,1,2
709,2,12.96,10,4229,120,101.7,Amarillo,1,2
711,2,11.18,16.75,3819.5,211,95.5,Amarillo,1,2
712,2,10,13.5,12997,170.5,90,Amarillo,1,0
715,2,25.08,12.65,12997,63,88.6,Amarillo,1,0
716,20.28,54.71,42,9,3,36.5,Rojo,2,2
717,4.82,28.115,45,6.5,430,43.785,Verde,3,2
718,2.565,27.169,25.435,471,21.25,58.93,Verde,3,2
719,2,37.677,110,930,1500,75.5,Amarillo,1,2
720,2,45.357,92,4600,2400,74.6,Rojo,2,2
722,7.6,45.42,10,3873,158,34.5,Rojo,2,2
723,2.219,24.205,21,2400,370,63,Amarillo,1,2
724,2,31.9734,41,9,3,106,Rojo,2,2
726,2,16.64,22,2400,285,88.5,Rojo,2,2
727,2.89,32.9905,55,2400,150,73.2,Rojo,2,2
729,2,33.5,101,930,1200,62.25,Amarillo,1,2
730,2,35.71,212.22,430,2400,73,Amarillo,1,2
732,2,15.552,20.25,1457,119.5,96.5,Rojo,2,2
733,2,17.12,16,1842,49,95.2,Amarillo,1,2
736,2,27.52,29,4611,135,92.7,Amarillo,1,2
737,12,60.03,22.28,24196,24196,26,Rojo,2,1
738,466.67,1036.22,281.65,24000,4600,10,Rojo,2,0
739,80,231.75,172.73,24000,11000,10,Rojo,2,0
740,6.99,29.06,40,24196,24196,37.25,Amarillo,1,1
741,2,13.3688,27.333,6131,332,81,Amarillo,1,2
742,2,16.16,39.165,2501.5,92.5,100.55,Amarillo,1,2
743,7.5,41.73,12,24000,1500,15.3,Rojo,2,0
744,7.59,103.05,51.16665,24196,24196,54.9,Rojo,2,1
745,25.655,85.16,19,24000,2419,16.7,Rojo,2,0
746,3.96,36.86,91,24196,471,80,Amarillo,1,0
747,12.855,66.625,134,241960,241960,10,Rojo,2,1
748,160.98,289.908,74.165,241960,241960,10,Rojo,2,1
749,7.365,57,78,2400,1500,69.4,Rojo,2,2
750,12.445,77.86,146.5,24196,6867,55.9,Rojo,2,0
751,3.1,17.5,36.845,235,110,65.45,Verde,3,2
752,33.55,151.38,60.75,3500,1500,73.5,Rojo,2,2
753,7.38,82.5,29.5,1100,460,77.85,Rojo,2,2
754,5.815,51.985,58.46,24196,24196,73.2,Rojo,2,1
755,105.745,222.855,64.5,24196,24196,10,Rojo,2,1
756,17.71,118,116.25,230,90,148.1,Rojo,2,2
757,7.32,39.575,80,930,460,96,Verde,3,2
758,49.89,107.815,21.75,24000,24000,10,Rojo,2,1
759,5.09,28.11,15,12515,515,32.05,Amarillo,1,0
760,4.56,23.95,10,5483,289,40.1,Amarillo,1,2
761,12.02,77.87,74.165,66.5,4,112.65,Rojo,2,2
762,5.13,59.828,31.65,24196,24196,32.3,Rojo,2,1
764,26.5,140.28,66.67,24000,2400,84.6,Rojo,2,0
765,19.09,78.705,22,24000,2100,64.4,Rojo,2,0
766,73.33,213.25,196.77,24000,4600,10,Rojo,2,0
767,2,15.31,10,1973,57,106.8,Amarillo,1,2
768,2,10,10,1919.5,20,87.1,Amarillo,1,2
769,2,18,10,2613,20,101.2,Amarillo,1,2
